OBJECTNUMMER;Naam;Bron;ProjectID;Uitvoerder;Datum;Maaiveld_hoogte;Diepte_to_maaiveld;Top_Pleistoceen;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1723;"B04-330";"Waternet";"217";"onbekend";"onbekend";"0.8";"-13.4";-12.2;"POINT(4.819198,52.410098)";"POINT(52.410098,4.819198)";4.819198;52.410098;
1724;"B04-331";"Waternet";"217";"onbekend";"onbekend";"0.7";"-20.0";-12.9;"POINT(4.819754,52.409184)";"POINT(52.409184,4.819754)";4.819754;52.409184;
1725;"B04-332";"Waternet";"217";"onbekend";"onbekend";"0.7";"-24.0";-18.6;"POINT(4.820427,52.40828)";"POINT(52.40828,4.820427)";4.820427;52.40828;
1726;"B04-360";"Waternet";"217";"onbekend";"onbekend";"onbekend";"onbekend";-17.2;"POINT(4.821785,52.407801)";"POINT(52.407801,4.821785)";4.821785;52.407801;
1727;"B04-362";"Waternet";"217";"onbekend";"onbekend";"0.7";"-23.8";-18.6;"POINT(4.821115,52.408499)";"POINT(52.408499,4.821115)";4.821115;52.408499;
1728;"B04-363";"Waternet";"217";"onbekend";"onbekend";"0.7";"-25.1";-18.9;"POINT(4.820844,52.409001)";"POINT(52.409001,4.820844)";4.820844;52.409001;
1729;"B04-364";"Waternet";"217";"onbekend";"onbekend";"0.7";"-15.4";-13.1;"POINT(4.820812,52.409153)";"POINT(52.409153,4.820812)";4.820812;52.409153;
1730;"B04-365";"Waternet";"217";"onbekend";"onbekend";"0.7";"-23.5";-12.4;"POINT(4.820692,52.409342)";"POINT(52.409342,4.820692)";4.820692;52.409342;
1731;"B04-366";"Waternet";"217";"onbekend";"onbekend";"0.6";"-19.1";-12.9;"POINT(4.820602,52.409512)";"POINT(52.409512,4.820602)";4.820602;52.409512;
1732;"B04-367";"Waternet";"217";"onbekend";"onbekend";"0.8";"-17.6";-12.8;"POINT(4.820361,52.410005)";"POINT(52.410005,4.820361)";4.820361;52.410005;
1733;"B04-368";"Waternet";"217";"onbekend";"onbekend";"0.8";"-13.9";-12.9;"POINT(4.820269,52.410247)";"POINT(52.410247,4.820269)";4.820269;52.410247;
1734;"B04-369";"Waternet";"217";"onbekend";"onbekend";"0.7";"-19.6";-17.4;"POINT(4.819969,52.41074)";"POINT(52.41074,4.819969)";4.819969;52.41074;
1735;"B04-370";"Waternet";"217";"onbekend";"onbekend";"0.8";"-17.8";-13.8;"POINT(4.819833,52.411)";"POINT(52.411,4.819833)";4.819833;52.411;
1736;"B04-371";"Waternet";"217";"onbekend";"onbekend";"0.9";"-17.5";-12.5;"POINT(4.819653,52.411305)";"POINT(52.411305,4.819653)";4.819653;52.411305;
1737;"B04-372";"Waternet";"617";"onbekend";"onbekend";"onbekend";"onbekend";-12.5;"POINT(4.81937,52.411591)";"POINT(52.411591,4.81937)";4.81937;52.411591;
1738;"B04-379";"Waternet";"217";"onbekend";"onbekend";"1.0";"-27.8";-21.2;"POINT(4.821401,52.407934)";"POINT(52.407934,4.821401)";4.821401;52.407934;
1739;"B04-381";"Waternet";"217";"onbekend";"onbekend";"0.8";"-20.6";-17;"POINT(4.819844,52.408996)";"POINT(52.408996,4.819844)";4.819844;52.408996;
1740;"B04-383";"Waternet";"217";"onbekend";"onbekend";"0.8";"-27.8";-18;"POINT(4.820365,52.408522)";"POINT(52.408522,4.820365)";4.820365;52.408522;
1741;"B04-387";"Waternet";"217";"onbekend";"onbekend";"0.8";"-20.6";-13.7;"POINT(4.820119,52.410507)";"POINT(52.410507,4.820119)";4.820119;52.410507;
1742;"B04-388";"Waternet";"339";"onbekend";"onbekend";"1.1";"-25.1";-12.9;"POINT(4.835969,52.407607)";"POINT(52.407607,4.835969)";4.835969;52.407607;
1743;"B04-389";"Waternet";"339";"onbekend";"onbekend";"1.2";"-24.0";-12.6;"POINT(4.836187,52.407779)";"POINT(52.407779,4.836187)";4.836187;52.407779;
1744;"B04-390";"Waternet";"339";"onbekend";"onbekend";"onbekend";"onbekend";-12.7;"POINT(4.835938,52.407724)";"POINT(52.407724,4.835938)";4.835938;52.407724;
1745;"B04-391";"Waternet";"366";"onbekend";"onbekend";"onbekend";"onbekend";-12.7;"POINT(4.846075,52.41159)";"POINT(52.41159,4.846075)";4.846075;52.41159;
1746;"B04-4";"Waternet";"161";"onbekend";"onbekend";"0.9";"-22.1";-12.8;"POINT(4.827651,52.407622)";"POINT(52.407622,4.827651)";4.827651;52.407622;
1747;"B04-402";"Waternet";"409";"onbekend";"onbekend";"-1.7";"-24.4";-22;"POINT(4.8243,52.413448)";"POINT(52.413448,4.8243)";4.8243;52.413448;
1748;"B04-403";"Waternet";"409";"onbekend";"onbekend";"1.7";"-20.1";-16.7;"POINT(4.824751,52.412632)";"POINT(52.412632,4.824751)";4.824751;52.412632;
1749;"B04-404";"Waternet";"409";"onbekend";"onbekend";"1.5";"-19.8";-15.7;"POINT(4.82535,52.411781)";"POINT(52.411781,4.82535)";4.82535;52.411781;
1750;"B04-405";"Waternet";"409";"onbekend";"onbekend";"-2.5";"-19.4";-12.4;"POINT(4.823313,52.412473)";"POINT(52.412473,4.823313)";4.823313;52.412473;
1751;"B04-41";"Waternet";"172";"onbekend";"onbekend";"-1.1";"-16.0";-13;"POINT(4.823128,52.413083)";"POINT(52.413083,4.823128)";4.823128;52.413083;
1752;"B04-417";"Waternet";"4963.2";"onbekend";"onbekend";"-0.1";"-14.6";-10.4;"POINT(4.847253,52.410175)";"POINT(52.410175,4.847253)";4.847253;52.410175;
1753;"B04-418";"Waternet";"4963.2";"onbekend";"onbekend";"-0.1";"-14.6";-12;"POINT(4.847193,52.410301)";"POINT(52.410301,4.847193)";4.847193;52.410301;
1754;"B04-429";"Waternet";"5832";"onbekend";"onbekend";"-2.4";"-26.2";-17.9;"POINT(4.824415,52.411337)";"POINT(52.411337,4.824415)";4.824415;52.411337;
1755;"B04-496";"Waternet";"4963.4";"onbekend";"onbekend";"onbekend";"-14.5";-12.2;"POINT(4.847634,52.409081)";"POINT(52.409081,4.847634)";4.847634;52.409081;
1756;"B04-5";"Waternet";"161";"onbekend";"onbekend";"0.8";"-24.6";-12.6;"POINT(4.829992,52.407265)";"POINT(52.407265,4.829992)";4.829992;52.407265;
1757;"B04-546";"Waternet";"468";"onbekend";"onbekend";"onbekend";"onbekend";-26;"POINT(4.821807,52.407226)";"POINT(52.407226,4.821807)";4.821807;52.407226;
1758;"B04-546";"Waternet";"468";"onbekend";"onbekend";"0.3";"-33.6";-25.9;"POINT(4.821616,52.407234)";"POINT(52.407234,4.821616)";4.821616;52.407234;
1759;"B04-547";"Waternet";"468";"onbekend";"onbekend";"0.1";"-32.9";-25.2;"POINT(4.82147,52.407116)";"POINT(52.407116,4.82147)";4.82147;52.407116;
1760;"B04-556";"Waternet";"448";"onbekend";"onbekend";"1.2";"-13.6";-12.6;"POINT(4.835509,52.407946)";"POINT(52.407946,4.835509)";4.835509;52.407946;
1761;"B04-6";"Waternet";"161";"onbekend";"onbekend";"0.8";"-24.6";-18.8;"POINT(4.829701,52.407012)";"POINT(52.407012,4.829701)";4.829701;52.407012;
1762;"B04-632";"Waternet";"531";"onbekend";"onbekend";"0.8";"-18.1";-11.2;"POINT(4.837842,52.41654)";"POINT(52.41654,4.837842)";4.837842;52.41654;
1763;"B04-668";"Waternet";"541";"onbekend";"onbekend";"onbekend";"onbekend";-12.6;"POINT(4.826906,52.416552)";"POINT(52.416552,4.826906)";4.826906;52.416552;
1764;"B04-670";"Waternet";"541";"onbekend";"onbekend";"1.4";"-25.0";-21.8;"POINT(4.831141,52.416437)";"POINT(52.416437,4.831141)";4.831141;52.416437;
1765;"B04-671";"Waternet";"541";"onbekend";"onbekend";"1.6";"-25.0";-22.2;"POINT(4.832347,52.41638)";"POINT(52.41638,4.832347)";4.832347;52.41638;
1766;"B04-674";"Waternet";"541";"onbekend";"onbekend";"onbekend";"onbekend";-31.5;"POINT(4.831327,52.415665)";"POINT(52.415665,4.831327)";4.831327;52.415665;
1767;"B04-675";"Waternet";"541";"onbekend";"onbekend";"1.3";"-31.4";-29.6;"POINT(4.832119,52.415804)";"POINT(52.415804,4.832119)";4.832119;52.415804;
1768;"B04-676";"Waternet";"541";"onbekend";"onbekend";"0.6";"-22.2";-20.1;"POINT(4.833702,52.416171)";"POINT(52.416171,4.833702)";4.833702;52.416171;
1769;"B04-677";"Waternet";"541";"onbekend";"onbekend";"onbekend";"onbekend";-22.2;"POINT(4.829271,52.415485)";"POINT(52.415485,4.829271)";4.829271;52.415485;
1770;"B04-678";"Waternet";"541";"onbekend";"onbekend";"onbekend";"onbekend";-25.6;"POINT(4.830861,52.415285)";"POINT(52.415285,4.830861)";4.830861;52.415285;
1771;"B04-679";"Waternet";"541";"onbekend";"onbekend";"1.6";"-28.0";-27.4;"POINT(4.831831,52.415272)";"POINT(52.415272,4.831831)";4.831831;52.415272;
1772;"B04-680";"Waternet";"541";"onbekend";"onbekend";"1.1";"-21.9";-27.6;"POINT(4.833168,52.415314)";"POINT(52.415314,4.833168)";4.833168;52.415314;
1773;"B04-683";"Waternet";"541";"onbekend";"onbekend";"1.0";"-28.9";-25;"POINT(4.832893,52.414998)";"POINT(52.414998,4.832893)";4.832893;52.414998;
1774;"B04-684";"Waternet";"541";"onbekend";"onbekend";"1.2";"-27.5";-23.8;"POINT(4.833659,52.414867)";"POINT(52.414867,4.833659)";4.833659;52.414867;
1775;"B04-688";"Waternet";"541";"onbekend";"onbekend";"1.0";"-23.1";-12.6;"POINT(4.838985,52.414478)";"POINT(52.414478,4.838985)";4.838985;52.414478;
1776;"B04-689";"Waternet";"541";"onbekend";"onbekend";"1.0";"-25.3";-22.6;"POINT(4.826892,52.415312)";"POINT(52.415312,4.826892)";4.826892;52.415312;
1777;"B04-690";"Waternet";"541";"onbekend";"onbekend";"1.1";"-17.0";-19.5;"POINT(4.826155,52.414374)";"POINT(52.414374,4.826155)";4.826155;52.414374;
1778;"B04-691";"Waternet";"541";"onbekend";"onbekend";"1.0";"-20.3";-18;"POINT(4.827263,52.413911)";"POINT(52.413911,4.827263)";4.827263;52.413911;
1779;"B04-692";"Waternet";"541";"onbekend";"onbekend";"1.4";"-28.6";-12.3;"POINT(4.829053,52.414163)";"POINT(52.414163,4.829053)";4.829053;52.414163;
1780;"B04-693";"Waternet";"541";"onbekend";"onbekend";"1.4";"-20.1";-12.5;"POINT(4.830285,52.414366)";"POINT(52.414366,4.830285)";4.830285;52.414366;
1781;"B04-694";"Waternet";"541";"onbekend";"onbekend";"1.4";"-20.6";-16.8;"POINT(4.826392,52.413036)";"POINT(52.413036,4.826392)";4.826392;52.413036;
1782;"B04-695";"Waternet";"541";"onbekend";"onbekend";"1.3";"-20.5";-13.2;"POINT(4.828195,52.413404)";"POINT(52.413404,4.828195)";4.828195;52.413404;
1783;"B04-697";"Waternet";"541";"onbekend";"onbekend";"1.2";"-14.9";-11.8;"POINT(4.827558,52.412619)";"POINT(52.412619,4.827558)";4.827558;52.412619;
1784;"B04-7";"Waternet";"161";"onbekend";"onbekend";"0.9";"-14.4";-13;"POINT(4.829148,52.407746)";"POINT(52.407746,4.829148)";4.829148;52.407746;
1785;"B04-701";"Waternet";"541";"onbekend";"onbekend";"1.1";"-17.8";-19;"POINT(4.835597,52.413825)";"POINT(52.413825,4.835597)";4.835597;52.413825;
1786;"B04-702";"Waternet";"541";"onbekend";"onbekend";"1.1";"-15.9";-20.9;"POINT(4.836392,52.413738)";"POINT(52.413738,4.836392)";4.836392;52.413738;
1787;"B04-704";"Waternet";"541";"onbekend";"onbekend";"1.3";"-21.4";-15.1;"POINT(4.834342,52.413127)";"POINT(52.413127,4.834342)";4.834342;52.413127;
1788;"B04-705";"Waternet";"541";"onbekend";"onbekend";"1.2";"-21.7";-19;"POINT(4.836117,52.413405)";"POINT(52.413405,4.836117)";4.836117;52.413405;
1789;"B04-706";"Waternet";"541";"onbekend";"onbekend";"1.7";"-20.0";-12.4;"POINT(4.828399,52.412344)";"POINT(52.412344,4.828399)";4.828399;52.412344;
1790;"B04-708";"Waternet";"541";"onbekend";"onbekend";"1.2";"-20.4";-12.4;"POINT(4.830855,52.412293)";"POINT(52.412293,4.830855)";4.830855;52.412293;
1791;"B04-709";"Waternet";"541";"onbekend";"onbekend";"1.4";"-20.4";-12.3;"POINT(4.833573,52.412359)";"POINT(52.412359,4.833573)";4.833573;52.412359;
1792;"B04-710";"Waternet";"541";"onbekend";"onbekend";"1.3";"-18.3";-13.4;"POINT(4.835346,52.412763)";"POINT(52.412763,4.835346)";4.835346;52.412763;
1793;"B04-711";"Waternet";"541";"onbekend";"onbekend";"1.2";"-20.4";-16.3;"POINT(4.829982,52.411561)";"POINT(52.411561,4.829982)";4.829982;52.411561;
1794;"B04-712";"Waternet";"541";"onbekend";"onbekend";"1.3";"-14.0";-12.4;"POINT(4.832685,52.411627)";"POINT(52.411627,4.832685)";4.832685;52.411627;
1795;"B04-713";"Waternet";"541";"onbekend";"onbekend";"1.3";"-13.1";-12.5;"POINT(4.8344,52.411995)";"POINT(52.411995,4.8344)";4.8344;52.411995;
1796;"B04-714";"Waternet";"541";"onbekend";"onbekend";"1.3";"-15.4";-14.2;"POINT(4.828357,52.41105)";"POINT(52.41105,4.828357)";4.828357;52.41105;
1797;"B04-715";"Waternet";"541";"onbekend";"onbekend";"1.2";"-20.3";-12;"POINT(4.828994,52.410675)";"POINT(52.410675,4.828994)";4.828994;52.410675;
1798;"B04-716";"Waternet";"541";"onbekend";"onbekend";"1.3";"-20.9";-12.3;"POINT(4.831624,52.410723)";"POINT(52.410723,4.831624)";4.831624;52.410723;
1799;"B04-717";"Waternet";"541";"onbekend";"onbekend";"1.6";"-20.4";-12.3;"POINT(4.833528,52.411218)";"POINT(52.411218,4.833528)";4.833528;52.411218;
1800;"B04-718";"Waternet";"541";"onbekend";"onbekend";"1.3";"-21.4";-19.5;"POINT(4.830723,52.409892)";"POINT(52.409892,4.830723)";4.830723;52.409892;
1801;"B04-719";"Waternet";"541";"onbekend";"onbekend";"1.2";"-21.2";-18;"POINT(4.832554,52.410368)";"POINT(52.410368,4.832554)";4.832554;52.410368;
1802;"B04-720";"Waternet";"541";"onbekend";"onbekend";"1.0";"-11.8";-12.6;"POINT(4.831994,52.409323)";"POINT(52.409323,4.831994)";4.831994;52.409323;
1803;"B04-721";"Waternet";"541";"onbekend";"onbekend";"1.3";"-17.5";-12.6;"POINT(4.83331,52.408673)";"POINT(52.408673,4.83331)";4.83331;52.408673;
1804;"B04-727";"Waternet";"541";"onbekend";"onbekend";"-0.4";"-21.2";-17;"POINT(4.838806,52.411125)";"POINT(52.411125,4.838806)";4.838806;52.411125;
1805;"B04-730";"Waternet";"541";"onbekend";"onbekend";"0.9";"-20.5";-17;"POINT(4.837945,52.410573)";"POINT(52.410573,4.837945)";4.837945;52.410573;
1806;"B04-731";"Waternet";"541";"onbekend";"onbekend";"1.2";"-19.6";-12.2;"POINT(4.8399,52.410582)";"POINT(52.410582,4.8399)";4.8399;52.410582;
1807;"B04-732";"Waternet";"541";"onbekend";"onbekend";"1.4";"-19.7";-12.7;"POINT(4.842029,52.4107)";"POINT(52.4107,4.842029)";4.842029;52.4107;
1808;"B04-733";"Waternet";"541";"onbekend";"onbekend";"0.6";"-18.4";-15.9;"POINT(4.836941,52.409796)";"POINT(52.409796,4.836941)";4.836941;52.409796;
1809;"B04-734";"Waternet";"541";"onbekend";"onbekend";"0.9";"-18.2";-14.8;"POINT(4.839084,52.410012)";"POINT(52.410012,4.839084)";4.839084;52.410012;
1810;"B04-735";"Waternet";"541";"onbekend";"onbekend";"1.4";"-13.4";-12.5;"POINT(4.840371,52.409362)";"POINT(52.409362,4.840371)";4.840371;52.409362;
1811;"B04-736";"Waternet";"541";"onbekend";"onbekend";"1.6";"-20.6";-12.8;"POINT(4.83579,52.408954)";"POINT(52.408954,4.83579)";4.83579;52.408954;
1812;"B04-738";"Waternet";"541";"onbekend";"onbekend";"1.1";"-25.8";-12.8;"POINT(4.841992,52.410151)";"POINT(52.410151,4.841992)";4.841992;52.410151;
1813;"B04-739";"Waternet";"541";"onbekend";"onbekend";"1.2";"-19.7";-12.6;"POINT(4.834596,52.408077)";"POINT(52.408077,4.834596)";4.834596;52.408077;
1814;"B04-740";"Waternet";"541";"onbekend";"onbekend";"1.2";"-25.1";-16.5;"POINT(4.837062,52.408349)";"POINT(52.408349,4.837062)";4.837062;52.408349;
1815;"B04-741";"Waternet";"541";"onbekend";"onbekend";"1.1";"-25.0";-17;"POINT(4.841075,52.409446)";"POINT(52.409446,4.841075)";4.841075;52.409446;
1816;"B04-742";"Waternet";"541";"onbekend";"onbekend";"0.9";"-21.4";-20.9;"POINT(4.838448,52.407924)";"POINT(52.407924,4.838448)";4.838448;52.407924;
1817;"B04-745";"Waternet";"617";"onbekend";"onbekend";"onbekend";"onbekend";-18.5;"POINT(4.818342,52.413833)";"POINT(52.413833,4.818342)";4.818342;52.413833;
1818;"B04-746";"Waternet";"617";"onbekend";"onbekend";"onbekend";"onbekend";-16.8;"POINT(4.818523,52.413501)";"POINT(52.413501,4.818523)";4.818523;52.413501;
1819;"B04-747";"Waternet";"617";"onbekend";"onbekend";"onbekend";"onbekend";-16.5;"POINT(4.818674,52.413188)";"POINT(52.413188,4.818674)";4.818674;52.413188;
1820;"B04-748";"Waternet";"617";"onbekend";"onbekend";"1.1";"-22.5";-12.5;"POINT(4.818632,52.41299)";"POINT(52.41299,4.818632)";4.818632;52.41299;
1821;"B04-752";"Waternet";"617";"onbekend";"onbekend";"1.4";"-18.9";-16.8;"POINT(4.817688,52.413237)";"POINT(52.413237,4.817688)";4.817688;52.413237;
1822;"B04-753";"Waternet";"617";"onbekend";"onbekend";"onbekend";"onbekend";-12.3;"POINT(4.818062,52.412762)";"POINT(52.412762,4.818062)";4.818062;52.412762;
1823;"B04-754";"Waternet";"617";"onbekend";"onbekend";"onbekend";"onbekend";-12.7;"POINT(4.817993,52.412411)";"POINT(52.412411,4.817993)";4.817993;52.412411;
1824;"B04-781";"Waternet";"812";"onbekend";"onbekend";"onbekend";"onbekend";-13.2;"POINT(4.845508,52.405063)";"POINT(52.405063,4.845508)";4.845508;52.405063;
1825;"B04-814";"Waternet";"8787.2";"onbekend";"onbekend";"1.2";"-14.2";-11.6;"POINT(4.851256,52.407273)";"POINT(52.407273,4.851256)";4.851256;52.407273;
1826;"B04-815";"Waternet";"8787.2";"onbekend";"onbekend";"1.2";"-14.2";-13;"POINT(4.851847,52.407006)";"POINT(52.407006,4.851847)";4.851847;52.407006;
1827;"B04-821";"Waternet";"1001";"onbekend";"onbekend";"onbekend";"onbekend";-13;"POINT(4.827239,52.407665)";"POINT(52.407665,4.827239)";4.827239;52.407665;
1828;"B04-838";"Waternet";"1001";"onbekend";"onbekend";"onbekend";"onbekend";-12.4;"POINT(4.827447,52.407459)";"POINT(52.407459,4.827447)";4.827447;52.407459;
1829;"B04-839";"Waternet";"1001";"onbekend";"onbekend";"onbekend";"onbekend";-12.4;"POINT(4.827844,52.407416)";"POINT(52.407416,4.827844)";4.827844;52.407416;
1830;"B04-840";"Waternet";"1040";"onbekend";"onbekend";"onbekend";"onbekend";-12.2;"POINT(4.831569,52.401044)";"POINT(52.401044,4.831569)";4.831569;52.401044;
1831;"B04-845";"Waternet";"617";"onbekend";"onbekend";"onbekend";"onbekend";-12.5;"POINT(4.818868,52.412919)";"POINT(52.412919,4.818868)";4.818868;52.412919;
