"�..OBJECTNUMMER";"SELECTIE";"Besluitnummer";"Status";"Omschrijving";"WKT_LNG_LAT";"WKT_LAT_LNG";"LNG";"LAT";"X"
94;"BLAUW";"1. Oost 2 - Z";"OK";"`s Gravesandeplein, weerszijden";"LINESTRING(4.9163182 52.3594323,4.9162599 52.3594032,4.9162150 52.3593840,4.9161410 52.3593590,4.9158300 52.3592790,4.9156370 52.3592290,4.9155750 52.3592130,4.9155290 52.3591970,4.9154920 52.3591820,4.9154460 52.3591550,4.9153970 52.3591160,4.9153330 52.3590530,4.9151890 52.3589130,4.9151330 52.3588580,4.9150930 52.3588260,4.9150090 52.3587760)";"LINESTRING(52.3594323 4.9163182,52.3594032 4.9162599,52.3593840 4.9162150,52.3593590 4.9161410,52.3592790 4.9158300,52.3592290 4.9156370,52.3592130 4.9155750,52.3591970 4.9155290,52.3591820 4.9154920,52.3591550 4.9154460,52.3591160 4.9153970,52.3590530 4.9153330,52.3589130 4.9151890,52.3588580 4.9151330,52.3588260 4.9150930,52.3587760 4.9150090)";4.9156686;52.35909715;NA
95;"ROOD";"1. Oost 2 - X";"OK";"Ruyschstraat, even zijde, tussen Camperstraat en het `s Gravesandeplein";"LINESTRING(4.9150700 52.3586910,4.9146560 52.3585880,4.9139260 52.3584010,4.9138690 52.3583650,4.9133710 52.3582360)";"LINESTRING(52.3586910 4.9150700,52.3585880 4.9146560,52.3584010 4.9139260,52.3583650 4.9138690,52.3582360 4.9133710)";4.9142255;52.3584565;NA
97;"ROOD";"1. Centrum 4 - DD";"OK";"Brug 187 over de Singelgracht, tussen Spinozastraat en Mauritskade, in beide richtingen";"LINESTRING(4.9118280 52.3610960,4.9118190 52.3611190,4.9118150 52.3611500,4.9118250 52.3611690,4.9120350 52.3613670,4.9120710 52.3614020,4.9120810 52.3614250,4.9120810 52.3614520,4.9120720 52.3614780,4.9120500 52.3615080)";"LINESTRING(52.3610960 4.9118280,52.3611190 4.9118190,52.3611500 4.9118150,52.3611690 4.9118250,52.3613670 4.9120350,52.3614020 4.9120710,52.3614250 4.9120810,52.3614520 4.9120810,52.3614780 4.9120720,52.3615080 4.9120500)";4.911953;52.361295;NA
101;"BLAUW";"1. Oost 2 - II";"OK";"Nobelweg, weerszijden";"LINESTRING(4.9248121 52.3501055,4.9247576 52.3501487,4.9245890 52.3502640,4.9237900 52.3507660,4.9221810 52.3517620,4.9221150 52.3518060,4.9220670 52.3518440,4.9219840 52.3519270,4.9219070 52.3519950,4.9218805 52.3520176)";"LINESTRING(52.3501055 4.9248121,52.3501487 4.9247576,52.3502640 4.9245890,52.3507660 4.9237900,52.3517620 4.9221810,52.3518060 4.9221150,52.3518440 4.9220670,52.3519270 4.9219840,52.3519950 4.9219070,52.3520176 4.9218805)";4.9233513;52.35105455;NA
102;"BLAUW";"1. Oost 2 - R";"OK";"Middenweg, weerszijden, tussen Linnaeuskade en Wethouder Frankeweg";"LINESTRING(4.9283800 52.3550740,4.9286018 52.3549323,4.9293660 52.3544336,4.9293898 52.3543978,4.9303652 52.3537640,4.9303744 52.3537376)";"LINESTRING(52.3550740 4.9283800,52.3549323 4.9286018,52.3544336 4.9293660,52.3543978 4.9293898,52.3537640 4.9303652,52.3537376 4.9303744)";4.9293822;52.3543988;NA
103;"BLAUW";"1. Oost 2 - R";"OK";"Middenweg, weerszijden, tussen Linnaeuskade en Wethouder Frankeweg";"LINESTRING(4.9308079 52.3537247,4.9311580 52.3535020,4.9316250 52.3531870,4.9318000 52.3530920,4.9318560 52.3530670,4.9322890 52.3528000,4.9331780 52.3522390,4.9337490 52.3518870,4.9346580 52.3513160,4.9351228 52.3510283,4.9351527 52.3510160,4.9351894 52.3510126)";"LINESTRING(52.3537247 4.9308079,52.3535020 4.9311580,52.3531870 4.9316250,52.3530920 4.9318000,52.3530670 4.9318560,52.3528000 4.9322890,52.3522390 4.9331780,52.3518870 4.9337490,52.3513160 4.9346580,52.3510283 4.9351228,52.3510160 4.9351527,52.3510126 4.9351894)";4.93300365;52.35236165;NA
104;"BLAUW";"1. Centrum 4 - B2";"OK";"Sarphatistraat, tussen Nieuwe Vaart en Hoogte Kadijk";"LINESTRING(4.9249900 52.3671240,4.9249400 52.3670860,4.9248770 52.3670410,4.9247890 52.3669910,4.9246390 52.3669130,4.9241330 52.3666930,4.9240020 52.3666400,4.9239600 52.3666080)";"LINESTRING(52.3671240 4.9249900,52.3670860 4.9249400,52.3670410 4.9248770,52.3669910 4.9247890,52.3669130 4.9246390,52.3666930 4.9241330,52.3666400 4.9240020,52.3666080 4.9239600)";4.92448;52.366859;NA
111;"ROOD";"1. Oost 4 - D";"OK";"Maliebaan, in beide richtingen";"LINESTRING(4.9232650 52.3481440,4.9230764 52.3480189,4.9230138 52.3479798,4.9229459 52.3479505,4.9228060 52.3478910,4.9227376 52.3478724,4.9224690 52.3478120,4.9196060 52.3471582,4.9195210 52.3471320,4.9194588 52.3470892,4.9194275 52.3470497,4.9193635 52.3470263)";"LINESTRING(52.3481440 4.9232650,52.3480189 4.9230764,52.3479798 4.9230138,52.3479505 4.9229459,52.3478910 4.9228060,52.3478724 4.9227376,52.3478120 4.9224690,52.3471582 4.9196060,52.3471320 4.9195210,52.3470892 4.9194588,52.3470497 4.9194275,52.3470263 4.9193635)";4.92131925;52.34757815;NA
112;"ROOD";"1. Oost 4 - D";"OK";"Maliebaan, in beide richtingen";"LINESTRING(4.9228060 52.3478910,4.9230130 52.3477710)";"LINESTRING(52.3478910 4.9228060,52.3477710 4.9230130)";4.9229145;52.347824;NA
121;"ROOD";"1. Oost 4 - E2";"OK";"Kamerlingh Onneslaan, zuidzijde, tussen huisnummer 97 en Nobelweg";"LINESTRING(4.9232650 52.3481440,4.9232780 52.3481750,4.9233720 52.3482570,4.9234560 52.3483480,4.9236230 52.3485290,4.9237780 52.3486960,4.9238890 52.3488150,4.9241000 52.3490360,4.9241280 52.3490590)";"LINESTRING(52.3481440 4.9232650,52.3481750 4.9232780,52.3482570 4.9233720,52.3483480 4.9234560,52.3485290 4.9236230,52.3486960 4.9237780,52.3488150 4.9238890,52.3490360 4.9241000,52.3490590 4.9241280)";4.9237015;52.3485945;NA
123;"ROOD";"1. Oost 2 - QQ";"OK";"Weesperzijde, weerszijden, tussen Schollenbrugstraat en Mr. Treublaan";"LINESTRING(4.9130980 52.3487643,4.9131480 52.3486500,4.9132544 52.3484432,4.9133930 52.3482379,4.9134630 52.3481214,4.9136644 52.3477231,4.9137078 52.3476604)";"LINESTRING(52.3487643 4.9130980,52.3486500 4.9131480,52.3484432 4.9132544,52.3482379 4.9133930,52.3481214 4.9134630,52.3477231 4.9136644,52.3476604 4.9137078)";4.9134079;52.34820535;NA
126;"BLAUW";"1. Oost 4 - G";"OK";"Weesperzijde, weerszijden, tussen Mr. Treublaan en Van der Kunstraat";"LINESTRING(4.9141030 52.3473960,4.9139170 52.3473651,4.9138798 52.3473546,4.9138578 52.3473328)";"LINESTRING(52.3473960 4.9141030,52.3473651 4.9139170,52.3473546 4.9138798,52.3473328 4.9138578)";4.9139854;52.3473574;NA
127;"BLAUW";"1. Oost 4 - G";"OK";"Weesperzijde, weerszijden, tussen Mr. Treublaan en Van der Kunstraat";"LINESTRING(4.9144808 52.3460929,4.9139060 52.3472060,4.9138760 52.3472710,4.9138570 52.3473310)";"LINESTRING(52.3460929 4.9144808,52.3472060 4.9139060,52.3472710 4.9138760,52.3473310 4.9138570)";4.9141739;52.34670495;NA
128;"ROOD";"1. Oost 2 - QQ";"OK";"Weesperzijde, weerszijden, tussen Schollenbrugstraat en Mr. Treublaan";"LINESTRING(4.9129594 52.3486981,4.9129905 52.3486257,4.9133810 52.3478750,4.9134754 52.3476795,4.9134864 52.3476352,4.9134800 52.3475909)";"LINESTRING(52.3486981 4.9129594,52.3486257 4.9129905,52.3478750 4.9133810,52.3476795 4.9134754,52.3476352 4.9134864,52.3475909 4.9134800)";4.9132279;52.3481375;NA
129;"ROOD";"1. Oost 4 - H";"OK";"Omval, waterzijde, in beide richtingen";"LINESTRING(4.9145440 52.3455420,4.9144440 52.3454630,4.9143490 52.3454010,4.9141780 52.3452960,4.9140790 52.3452360,4.9140290 52.3452060,4.9140040 52.3451790,4.9139960 52.3451530,4.9140000 52.3451250,4.9140080 52.3451020,4.9140220 52.3450750,4.9140730 52.3449720,4.9141390 52.3448410,4.9142040 52.3447110,4.9142940 52.3445270,4.9143720 52.3443740,4.9144510 52.3442470,4.9145750 52.3440420,4.9146990 52.3438390,4.9147200 52.3438110,4.9147470 52.3437880,4.9147750 52.3437660,4.9149800 52.3436230,4.9150340 52.3435770,4.9151020 52.3435070,4.9152760 52.3433300,4.9153670 52.3432410,4.9154240 52.3431920,4.9154770 52.3431470,4.9157130 52.3429750,4.9159420 52.3428100,4.9159830 52.3427880,4.9160430 52.3427650,4.9161040 52.3427470,4.9162390 52.3427270,4.9169470 52.3426320)";"LINESTRING(52.3455420 4.9145440,52.3454630 4.9144440,52.3454010 4.9143490,52.3452960 4.9141780,52.3452360 4.9140790,52.3452060 4.9140290,52.3451790 4.9140040,52.3451530 4.9139960,52.3451250 4.9140000,52.3451020 4.9140080,52.3450750 4.9140220,52.3449720 4.9140730,52.3448410 4.9141390,52.3447110 4.9142040,52.3445270 4.9142940,52.3443740 4.9143720,52.3442470 4.9144510,52.3440420 4.9145750,52.3438390 4.9146990,52.3438110 4.9147200,52.3437880 4.9147470,52.3437660 4.9147750,52.3436230 4.9149800,52.3435770 4.9150340,52.3435070 4.9151020,52.3433300 4.9152760,52.3432410 4.9153670,52.3431920 4.9154240,52.3431470 4.9154770,52.3429750 4.9157130,52.3428100 4.9159420,52.3427880 4.9159830,52.3427650 4.9160430,52.3427470 4.9161040,52.3427270 4.9162390,52.3426320 4.9169470)";4.9154765;52.34408;NA
131;"ROOD";"1. Centrum 2 - B";"OK";"Nieuwe Batavierstraat, in beide richtingen";"LINESTRING(4.9040090 52.3707350,4.9044880 52.3703100)";"LINESTRING(52.3707350 4.9040090,52.3703100 4.9044880)";4.9042535;52.3705155;NA
133;"ROOD";"1. Centrum 4 - X";"OK";"Tussen Hoogte Kadijk en Laagte Kadijk, in beide richtingen";"LINESTRING(4.9172800 52.3682590,4.9172960 52.3683110,4.9172960 52.3683520,4.9174880 52.3685670)";"LINESTRING(52.3682590 4.9172800,52.3683110 4.9172960,52.3683520 4.9172960,52.3685670 4.9174880)";4.917389;52.368406;NA
134;"ROOD";"1. Centrum 4 - Y2";"OK";"Entrepotdok, tussen Geschutswerf en Sarphatistraat, in beide richtingen";"LINESTRING(4.9220560 52.3657660,4.9218590 52.3659480,4.9215910 52.3661490,4.9215310 52.3661760,4.9203520 52.3665990)";"LINESTRING(52.3657660 4.9220560,52.3659480 4.9218590,52.3661490 4.9215910,52.3661760 4.9215310,52.3665990 4.9203520)";4.921209;52.3661755;NA
136;"BLAUW";"1. Centrum 4 - FF";"OK";"Wittenburgergracht, huizenzijde, tussen Oostenburgergracht en Kleine Wittenburgerstraat, in beide richtingen";"LINESTRING(4.9188290 52.3698678,4.9192330 52.3697263)";"LINESTRING(52.3698678 4.9188290,52.3697263 4.9192330)";4.919036;52.36979005;NA
137;"ROOD";"1. Centrum 4 - P";"OK";"Compagniestraat, tussen Admiraliteitstraat en Oostenburgergracht, in beide richtingen";"LINESTRING(4.9236770 52.3687230,4.9231630 52.3684020)";"LINESTRING(52.3687230 4.9236770,52.3684020 4.9231630)";4.923425;52.3685555;NA
146;"ROOD";"1. Centrum 4 - S";"RECTIF";"Kattenburgerkade, tussen Marinierskade en Kattenburgerkruisstraat, in beide richtingen";"LINESTRING(4.9203010 52.3721550,4.9212162 52.3727316)";"LINESTRING(52.3721550 4.9203010,52.3727316 4.9212162)";4.9207636;52.3724363;NA
147;"ROOD";"1. Centrum 4 - T";"OK";"De brug over de Kattenburgervaart, tussen Jacob Burggraafstraat en Kattenburgerkade, in beide richtingen";"LINESTRING(4.9214328 52.3728254,4.9217290 52.3726440,4.9217770 52.3726210,4.9218300 52.3726140,4.9218810 52.3725980)";"LINESTRING(52.3728254 4.9214328,52.3726440 4.9217290,52.3726210 4.9217770,52.3726140 4.9218300,52.3725980 4.9218810)";4.9216619;52.3727047;NA
148;"ROOD";"1. Centrum 2 - I";"OK";"De mr. J.J. van der Veldebrug, tussen Oosterdok en Oosterdokskade, in beide richtingen";"LINESTRING(4.9098220 52.3752200,4.9107520 52.3746950,4.9119420 52.3744590)";"LINESTRING(52.3752200 4.9098220,52.3746950 4.9107520,52.3744590 4.9119420)";4.910887;52.3748325;NA
157;"BLAUW";"1. Centrum 3 - K2";"OK";"Frederiksplein, westzijde, tussen Utrechtsestraat en Weteringschans";"LINESTRING(4.8993350 52.3608290,4.8993670 52.3607420,4.8993790 52.3606490,4.8993620 52.3605860,4.8993250 52.3605090,4.8992060 52.3603660,4.8991220 52.3602690,4.8990180 52.3601510,4.8989050 52.3600200,4.8987720 52.3598670,4.8985930 52.3596640)";"LINESTRING(52.3608290 4.8993350,52.3607420 4.8993670,52.3606490 4.8993790,52.3605860 4.8993620,52.3605090 4.8993250,52.3603660 4.8992060,52.3602690 4.8991220,52.3601510 4.8990180,52.3600200 4.8989050,52.3598670 4.8987720,52.3596640 4.8985930)";4.898991;52.3602395;NA
158;"BLAUW";"1. Oost 2 - C";"OK";"Eerste van Swindenstraat, weerszijden";"LINESTRING(4.9240878 52.3620343,4.9252530 52.3622810,4.9261990 52.3624800,4.9269420 52.3626370,4.9272330 52.3626980,4.9272780 52.3627010,4.9273660 52.3627030,4.9274340 52.3627130,4.9274960 52.3627330,4.9275710 52.3627640,4.9276430 52.3627850,4.9281580 52.3628950,4.9291310 52.3631020,4.9296670 52.3632170,4.9303361 52.3633601,4.9304414 52.3633686)";"LINESTRING(52.3620343 4.9240878,52.3622810 4.9252530,52.3624800 4.9261990,52.3626370 4.9269420,52.3626980 4.9272330,52.3627010 4.9272780,52.3627030 4.9273660,52.3627130 4.9274340,52.3627330 4.9274960,52.3627640 4.9275710,52.3627850 4.9276430,52.3628950 4.9281580,52.3631020 4.9291310,52.3632170 4.9296670,52.3633601 4.9303361,52.3633686 4.9304414)";4.9272696;52.36269445;NA
159;"BLAUW";"1. Oost 2 - C";"OK";"Eerste van Swindenstraat, weerszijden";"LINESTRING(4.9304330 52.3632440,4.9303760 52.3632350,4.9303060 52.3632200,4.9302660 52.3631870,4.9302246 52.3631628,4.9299679 52.3631082,4.9287720 52.3628520,4.9276940 52.3626250,4.9276489 52.3626214,4.9275844 52.3626216,4.9275297 52.3626200,4.9274720 52.3626080,4.9274104 52.3625847,4.9273030 52.3625436,4.9270210 52.3624810,4.9263790 52.3623470,4.9255190 52.3621640,4.9252030 52.3620960,4.9245380 52.3619560,4.9241636 52.3618762)";"LINESTRING(52.3632440 4.9304330,52.3632350 4.9303760,52.3632200 4.9303060,52.3631870 4.9302660,52.3631628 4.9302246,52.3631082 4.9299679,52.3628520 4.9287720,52.3626250 4.9276940,52.3626214 4.9276489,52.3626216 4.9275844,52.3626200 4.9275297,52.3626080 4.9274720,52.3625847 4.9274104,52.3625436 4.9273030,52.3624810 4.9270210,52.3623470 4.9263790,52.3621640 4.9255190,52.3620960 4.9252030,52.3619560 4.9245380,52.3618762 4.9241636)";4.9273033;52.3625531;NA
160;"BLAUW";"1. Oost 2 - Q";"OK";"Wijttenbachstraat, weerszijden ";"LINESTRING(4.9255567 52.3599566,4.9255908 52.3599811,4.9256416 52.3599974,4.9258680 52.3600536,4.9259401 52.3600627,4.9260082 52.3600758,4.9267103 52.3602536,4.9272320 52.3603847,4.9294200 52.3609360,4.9300675 52.3610969,4.9301405 52.3611085,4.9302067 52.3611126,4.9303126 52.3611170)";"LINESTRING(52.3599566 4.9255567,52.3599811 4.9255908,52.3599974 4.9256416,52.3600536 4.9258680,52.3600627 4.9259401,52.3600758 4.9260082,52.3602536 4.9267103,52.3603847 4.9272320,52.3609360 4.9294200,52.3610969 4.9300675,52.3611085 4.9301405,52.3611126 4.9302067,52.3611170 4.9303126)";4.92793965;52.3605298;NA
161;"ROOD";"1. Oost 2 - A";"OK";"Roomtuintjes, naar Zeeburgerdijk, in beide richtingen";"LINESTRING(4.9307697 52.3655746,4.9307450 52.3655850,4.9306950 52.3656020,4.9306630 52.3656300,4.9306617 52.3656591,4.9306674 52.3657246)";"LINESTRING(52.3655746 4.9307697,52.3655850 4.9307450,52.3656020 4.9306950,52.3656300 4.9306630,52.3656591 4.9306617,52.3657246 4.9306674)";4.9307207;52.3656426;NA
162;"ROOD";"1. Centrum 4 - M";"OK";"Tweede Coehoornstraat, in beide richtingen";"LINESTRING(4.9274960 52.3683890,4.9277830 52.3682150,4.9278130 52.3681960,4.9278420 52.3681870,4.9278740 52.3681850)";"LINESTRING(52.3683890 4.9274960,52.3682150 4.9277830,52.3681960 4.9278130,52.3681870 4.9278420,52.3681850 4.9278740)";4.92769;52.36828;NA
171;"ROOD";"1. Oost 1 - B";"OK";"Rietlandpark, tussen Fred Petterbaan en Rietlandpark, in beide richtingen";"LINESTRING(4.9349720 52.3729870,4.9349093 52.3730841,4.9348963 52.3731133,4.9348906 52.3731424,4.9349000 52.3731793,4.9351120 52.3736390)";"LINESTRING(52.3729870 4.9349720,52.3730841 4.9349093,52.3731133 4.9348963,52.3731424 4.9348906,52.3731793 4.9349000,52.3736390 4.9351120)";4.9350063;52.373306;NA
172;"ROOD";"1. Oost 1 - C";"OK";"Fred Petterbaan, zuidzijde, in beide richtingen";"LINESTRING(4.9338888 52.3726434,4.9340513 52.3727101,4.9341532 52.3727476,4.9342498 52.3727793,4.9343574 52.3728118,4.9344717 52.3728476,4.9349720 52.3729870,4.9351957 52.3730369,4.9355930 52.3731140,4.9357430 52.3731369,4.9358811 52.3731550,4.9363696 52.3732151,4.9373158 52.3733233,4.9382666 52.3734276)";"LINESTRING(52.3726434 4.9338888,52.3727101 4.9340513,52.3727476 4.9341532,52.3727793 4.9342498,52.3728118 4.9343574,52.3728476 4.9344717,52.3729870 4.9349720,52.3730369 4.9351957,52.3731140 4.9355930,52.3731369 4.9357430,52.3731550 4.9358811,52.3732151 4.9363696,52.3733233 4.9373158,52.3734276 4.9382666)";4.9360827;52.3730285;NA
195;"BLAUW";"1. West 3 - AA";"OK";"Postjesweg, weerszijden, tussen Witte de Withstraat en Derkinderenstraat";"LINESTRING(4.8422977 52.3642614,4.8428210 52.3642630,4.8437340 52.3642740,4.8438690 52.3642770)";"LINESTRING(52.3642614 4.8422977,52.3642630 4.8428210,52.3642740 4.8437340,52.3642770 4.8438690)";4.84308835;52.3642622;NA
197;"BLAUW";"1. West 3 - AA";"OK";"Postjesweg, weerszijden, tussen Witte de Withstraat en Derkinderenstraat";"LINESTRING(4.8438676 52.3640417,4.8437120 52.3640390,4.8423186 52.3640227)";"LINESTRING(52.3640417 4.8438676,52.3640390 4.8437120,52.3640227 4.8423186)";4.8430981;52.3640252;NA
209;"BLAUW";"1. Zuid 3 - K1";"OK";"Jaagpad, tussen IJsbaanpad en Generaal Vetterstraat, in beide richtingen";"LINESTRING(4.8463730 52.3382300,4.8462160 52.3393680)";"LINESTRING(52.3382300 4.8463730,52.3393680 4.8462160)";4.8462995;52.338792;NA
212;"BLAUW";"1. Zuid 3 - O";"OK";"De rotonde van Henk Sneevlietweg, Rijnsburgstraat, Aalsmeerweg en Vlaardingenlaan, rondom";"LINESTRING(4.8466510 52.3466200,4.8465640 52.3465860,4.8464850 52.3465680,4.8464320 52.3465630,4.8464080 52.3465630,4.8462750 52.3465830,4.8462190 52.3466010,4.8461650 52.3466320,4.8461370 52.3466570,4.8461130 52.3466940,4.8460910 52.3467470)";"LINESTRING(52.3466200 4.8466510,52.3465860 4.8465640,52.3465680 4.8464850,52.3465630 4.8464320,52.3465630 4.8464080,52.3465830 4.8462750,52.3466010 4.8462190,52.3466320 4.8461650,52.3466570 4.8461370,52.3466940 4.8461130,52.3467470 4.8460910)";4.846376;52.346648;NA
218;"BLAUW";"1. Zuid 3 - O";"OK";"De rotonde van Henk Sneevlietweg, Rijnsburgstraat, Aalsmeerweg en Vlaardingenlaan, rondom";"LINESTRING(4.8468440 52.3467920,4.8467410 52.3468010)";"LINESTRING(52.3467920 4.8468440,52.3468010 4.8467410)";4.8467975;52.3467895;NA
220;"ROOD";"1. West 2 - M1";"OK";"Erasmusgracht, noordzijde, tussen James Rosskade en Orteliusstraat, in beide richtingen";"LINESTRING(4.8466727 52.3751110,4.8465000 52.3751240,4.8464620 52.3751210,4.8461630 52.3750750,4.8457620 52.3750250,4.8452810 52.3749990,4.8450940 52.3749920,4.8446450 52.3749950,4.8441820 52.3750190,4.8440370 52.3750320,4.8437843 52.3750589)";"LINESTRING(52.3751110 4.8466727,52.3751240 4.8465000,52.3751210 4.8464620,52.3750750 4.8461630,52.3750250 4.8457620,52.3749990 4.8452810,52.3749920 4.8450940,52.3749950 4.8446450,52.3750190 4.8441820,52.3750320 4.8440370,52.3750589 4.8437843)";4.8452335;52.375051;NA
221;"BLAUW";"1. Zuid 3 - O";"OK";"De rotonde van Henk Sneevlietweg, Rijnsburgstraat, Aalsmeerweg en Vlaardingenlaan, rondom";"LINESTRING(4.8469100 52.3467090,4.8468810 52.3466940,4.8467360 52.3466410,4.8466510 52.3466200)";"LINESTRING(52.3467090 4.8469100,52.3466940 4.8468810,52.3466410 4.8467360,52.3466200 4.8466510)";4.8467855;52.3466575;NA
222;"ROOD";"1. Zuid 3 - K2 ";"OK";"Jaagpad, tussen Jaagpad en IJsbaanpad, in beide richtingen";"LINESTRING(4.8470630 52.3393220,4.8470420 52.3393310,4.8470210 52.3393510,4.8469490 52.3393970,4.8469250 52.3394040,4.8462160 52.3393680)";"LINESTRING(52.3393220 4.8470630,52.3393310 4.8470420,52.3393510 4.8470210,52.3393970 4.8469490,52.3394040 4.8469250,52.3393680 4.8462160)";4.8466445;52.339356;NA
224;"ROOD";"1. Zuid 3 - K2 ";"OK";"Jaagpad, tussen Jaagpad en IJsbaanpad, in beide richtingen";"LINESTRING(4.8471570 52.3383500,4.8471610 52.3383320,4.8471560 52.3383130,4.8471270 52.3382840,4.8471060 52.3382690,4.8463730 52.3382300)";"LINESTRING(52.3383500 4.8471570,52.3383320 4.8471610,52.3383130 4.8471560,52.3382840 4.8471270,52.3382690 4.8471060,52.3382300 4.8463730)";4.846772;52.338283;NA
236;"BLAUW";"1. West 2 - C";"OK";"Krelis Louwenstraat, weerszijden";"LINESTRING(4.8466990 52.3818750,4.8466990 52.3819300,4.8466880 52.3823260,4.8466560 52.3827660,4.8466310 52.3832400,4.8466210 52.3833660,4.8466130 52.3834140,4.8465650 52.3835000,4.8465481 52.3835255)";"LINESTRING(52.3818750 4.8466990,52.3819300 4.8466990,52.3823260 4.8466880,52.3827660 4.8466560,52.3832400 4.8466310,52.3833660 4.8466210,52.3834140 4.8466130,52.3835000 4.8465650,52.3835255 4.8465481)";4.84662855;52.38269325;NA
238;"BLAUW";"1. West 3 - AA";"OK";"Postjesweg, weerszijden, tussen Witte de Withstraat en Derkinderenstraat";"LINESTRING(4.8475550 52.3642660,4.8468350 52.3642580,4.8467300 52.3642540,4.8448880 52.3642340,4.8444480 52.3642380)";"LINESTRING(52.3642660 4.8475550,52.3642580 4.8468350,52.3642540 4.8467300,52.3642340 4.8448880,52.3642380 4.8444480)";4.8460065;52.364243;NA
240;"BLAUW";"1. West 3 - AA";"OK";"Postjesweg, weerszijden, tussen Witte de Withstraat en Derkinderenstraat";"LINESTRING(4.8475600 52.3641400,4.8472820 52.3641360,4.8446030 52.3641040,4.8445260 52.3641010,4.8444480 52.3640910)";"LINESTRING(52.3641400 4.8475600,52.3641360 4.8472820,52.3641040 4.8446030,52.3641010 4.8445260,52.3640910 4.8444480)";4.846009;52.3641085;NA
248;"BLAUW";"1. Zuid 1 - P";"OK";"Theophile de Bockstraat, noordzijde, in beide richtingen";"LINESTRING(4.8464860 52.3548590,4.8464860 52.3549050,4.8464970 52.3549220,4.8465130 52.3549280,4.8477270 52.3549350,4.8477460 52.3549420,4.8477560 52.3549620)";"LINESTRING(52.3548590 4.8464860,52.3549050 4.8464860,52.3549220 4.8464970,52.3549280 4.8465130,52.3549350 4.8477270,52.3549420 4.8477460,52.3549620 4.8477560)";4.847126;52.3549035;NA
254;"BLAUW";"1. West 2 - D";"OK";"Gulden Winckelstraat, weerszijden ";"LINESTRING(4.8470103 52.3796153,4.8470050 52.3796650,4.8469920 52.3800740,4.8469370 52.3809400,4.8468950 52.3817320)";"LINESTRING(52.3796153 4.8470103,52.3796650 4.8470050,52.3800740 4.8469920,52.3809400 4.8469370,52.3817320 4.8468950)";4.84695765;52.38066665;NA
258;"ROOD";"1. Zuid 3 - L1";"OK";"Generaal Vetterstraat, tussen Spijtellaantje en Jaagpad, in beide richtingen";"LINESTRING(4.8474970 52.3429920,4.8475470 52.3430350,4.8480140 52.3434870,4.8481040 52.3435830,4.8481450 52.3436490,4.8481570 52.3436870,4.8481660 52.3439040,4.8481580 52.3440220,4.8481100 52.3442830,4.8481040 52.3443480,4.8481040 52.3446600,4.8481090 52.3447360,4.8481250 52.3447770,4.8482100 52.3448860,4.8482200 52.3449140,4.8482120 52.3452640,4.8481970 52.3453590,4.8481810 52.3453990,4.8481520 52.3454320,4.8479810 52.3456000,4.8479300 52.3456470)";"LINESTRING(52.3429920 4.8474970,52.3430350 4.8475470,52.3434870 4.8480140,52.3435830 4.8481040,52.3436490 4.8481450,52.3436870 4.8481570,52.3439040 4.8481660,52.3440220 4.8481580,52.3442830 4.8481100,52.3443480 4.8481040,52.3446600 4.8481040,52.3447360 4.8481090,52.3447770 4.8481250,52.3448860 4.8482100,52.3449140 4.8482200,52.3452640 4.8482120,52.3453590 4.8481970,52.3453990 4.8481810,52.3454320 4.8481520,52.3456000 4.8479810,52.3456470 4.8479300)";4.8478635;52.3443125;NA
