OBJECTNUMMER;SELECTIE;Legenda;Bijschrift;Adres;Foto_put;Foto_object;Website;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"VONDST";"Vondsten Waterlooplein";"rekenpenning, koper, 1700-1800";"Zwanenburgwal";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP59.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9004791,52.3685042)";"POINT(52.3685042,4.9004791)";4.9004791;52.3685042;
2;"VONDST";"Vondsten Waterlooplein";"kop, roodbakkend, 1700-1750";"Zwanenburgwal";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP58.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.900367,52.368405)";"POINT(52.368405,4.900367)";4.900367;52.368405;
3;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"figuur, porselein, China, 1750-1800";"Zwanenburgwal";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP57.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP57.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.900306,52.3683783)";"POINT(52.3683783,4.900306)";4.900306;52.3683783;
4;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"naairing, koperlegering, 1650-1700";"Zwanenburgwal 35";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP1.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9000699,52.368199)";"POINT(52.368199,4.9000699)";4.9000699;52.368199;
5;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, aardewerk, Nederrijn Duitsland, 1725-1750";"Zwanenburgwal 37";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP2.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9000761,52.36818)";"POINT(52.36818,4.9000761)";4.9000761;52.36818;
6;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"spaarvarken, aardewerk, Holland, 1800-1825";"Lange Houtstraat 6";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP3.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP3.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9001052,52.3681723)";"POINT(52.3681723,4.9001052)";4.9001052;52.3681723;
7;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"steelpan, aardewerk, Duitsland, 1725-1775";"Lange Houtstraat 8";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP4.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP4.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9001248,52.3681265)";"POINT(52.3681265,4.9001248)";4.9001248;52.3681265;
8;"VONDST";"Vondsten Waterlooplein";"fles, glas, 1725-1775";"Lange Houtstraat 8";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP5.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9000928,52.3681189)";"POINT(52.3681189,4.9000928)";4.9000928;52.3681189;
9;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"kwispedoor, faience, Amsterdam Holland, 1754-1764";"Zwanenburgwal 39";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP6.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP6.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.900018,52.3681189)";"POINT(52.3681189,4.900018)";4.900018;52.3681189;
10;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, aardewerk, Nederrijn Duitsland, 1746";"Lange Houtstraat 12";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP7.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP7.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9001992,52.3680998)";"POINT(52.3680998,4.9001992)";4.9001992;52.3680998;
11;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, porselein, Arita Japan, 1650-1670";"Lange Houtstraat 10";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP8.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP8.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.900151,52.3681189)";"POINT(52.3681189,4.900151)";4.900151;52.3681189;
12;"VONDST";"Vondsten Waterlooplein";"lepel, tin, 1625-1675";"Zwanenburgwal 41";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP9.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8999269,52.3681342)";"POINT(52.3681342,4.8999269)";4.8999269;52.3681342;
13;"VONDST";"Vondsten Waterlooplein";"kom, stoneware, Engeland, 1725-1750";"Zwanenburgerstraat 7";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP10.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8999278,52.3680007)";"POINT(52.3680007,4.8999278)";4.8999278;52.3680007;
14;"BEERPUT";"Beerput Waterlooplein";"beerput";"Lange Houtstraat 10";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP11.jpg";"";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9000642,52.3680159)";"POINT(52.3680159,4.9000642)";4.9000642;52.3680159;
15;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"kop, porselein, China, 1700-1750";"Lange Houtstraat 12";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP13.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP13.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9000852,52.3679968)";"POINT(52.3679968,4.9000852)";4.9000852;52.3679968;
16;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, aardewerk, Nederrijn Duitsland, 1700-1725";"Lange Houtstraat 16";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP12.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP12.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9002998,52.3680503)";"POINT(52.3680503,4.9002998)";4.9002998;52.3680503;
17;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, faience, Holland, 1750-1775";"Lange Houtstraat 18";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP14.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP14.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9003088,52.3679549)";"POINT(52.3679549,4.9003088)";4.9003088;52.3679549;
18;"VONDST";"Vondsten Waterlooplein";"spaarpot, aardewerk, 1625-1650";"Lange Houtstraat 20";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP15.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9003808,52.367974)";"POINT(52.367974,4.9003808)";4.9003808;52.367974;
19;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, aardewerk, Duitsland, 1725-1775";"Lange Houtstraat 22";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP16.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP16.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.900491,52.3679701)";"POINT(52.3679701,4.900491)";4.900491;52.3679701;
20;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"pop, vurenhout, 1650-1700";"Lange Houtstraat 24";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP17.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP17.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9005091,52.3679473)";"POINT(52.3679473,4.9005091)";4.9005091;52.3679473;
21;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"rookpijp, pijpaarde, Gouda Holland, 1675-1700";"Lange Houtstraat 24";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP18.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP18.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.900593,52.3678748)";"POINT(52.3678748,4.900593)";4.900593;52.3678748;
22;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, majolica, Holland, 1650-1675";"Lange houtstraat 24";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP19.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP19.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9006922,52.3678481)";"POINT(52.3678481,4.9006922)";4.9006922;52.3678481;
23;"VONDST";"Vondsten Waterlooplein";"pot, Spanje, 1600-1625";"Korte Houtstraat 24";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP20.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.900727,52.3678328)";"POINT(52.3678328,4.900727)";4.900727;52.3678328;
24;"BEERPUT";"Beerput Waterlooplein";"beerput";"Korte Houtstraat 24";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP21.jpg";"";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9007528,52.3677985)";"POINT(52.3677985,4.9007528)";4.9007528;52.3677985;
25;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"grape, roodbakkend, Holland, 1600-1625";"Korte Houtstraat 26";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP22.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP22.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9007099,52.3677603)";"POINT(52.3677603,4.9007099)";4.9007099;52.3677603;
26;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"papkom, speelgoed, tin, 1650-1700";"Korte Houtstraat 28";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP23.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP23.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9006498,52.3677413)";"POINT(52.3677413,4.9006498)";4.9006498;52.3677413;
27;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"kandelaar, witbakkend, Holland, 1675-1700";"Korte Houtstraat 30";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP24.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP24.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9006302,52.3676993)";"POINT(52.3676993,4.9006302)";4.9006302;52.3676993;
28;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"vingerhoed, koperlegering, 1725-1750";"Zwanenburgerstraat 27";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP25.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP25.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9004881,52.3676764)";"POINT(52.3676764,4.9004881)";4.9004881;52.3676764;
29;"VONDST";"Vondsten Waterlooplein";"voorraadpot, steengoed, Westerwald Duitsland, 1675-1725";"Zwanenburgerstraat 25";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP26.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9003689,52.3676917)";"POINT(52.3676917,4.9003689)";4.9003689;52.3676917;
30;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"spechterbeker, glas, 1600-1625";"Zwanenburgerstraat 25";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP28.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP28.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9003971,52.3677031)";"POINT(52.3677031,4.9003971)";4.9003971;52.3677031;
32;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, majolica, Holland, 1600-1625";"Zwanenburgerstraat 25";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP27.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP27.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9004028,52.3676879)";"POINT(52.3676879,4.9004028)";4.9004028;52.3676879;
33;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"spechterbeker, glas, 1600-1625";"Zwanenburgerstraat 23";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP30.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP30.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9003131,52.3677298)";"POINT(52.3677298,4.9003131)";4.9003131;52.3677298;
34;"BEERPUT_VONDST";"Beerputten";"pispot, steengoed, Westerwald Duitsland, 1650-1675";"Zwanenburgerstraat 21";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP31.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP31.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.900275,52.3677413)";"POINT(52.3677413,4.900275)";4.900275;52.3677413;
35;"VONDST";"Vondsten Waterlooplein";"fles, glas, 1700-1750";"Zwanenburgerstraat 21";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP32.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9002788,52.3677527)";"POINT(52.3677527,4.9002788)";4.9002788;52.3677527;
36;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"naaldenkoker, been, 1750-1800";"Zwanenburgerstraat 19";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP33.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP33.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9002082,52.3678176)";"POINT(52.3678176,4.9002082)";4.9002082;52.3678176;
37;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"kan, roodbakkend, Spanje/Portugal, 1600-1650";"Zwanenburgerstraat 17";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP34.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP34.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9001491,52.3678404)";"POINT(52.3678404,4.9001491)";4.9001491;52.3678404;
38;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, faience, Portugal, 1600-1625";"Zwanenburgerstraat 15/17";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP35.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP35.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9001052,52.3678252)";"POINT(52.3678252,4.9001052)";4.9001052;52.3678252;
39;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"tondeldoos, latoenkoper, 1700-1800";"Zwanenburgerstraat 13";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP36.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP36.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9000728,52.3678633)";"POINT(52.3678633,4.9000728)";4.9000728;52.3678633;
40;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"plooischotel, faience, Frankrijk, 1620-1640";"Zwanenburgerstraat 9";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP37.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP37.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8999221,52.3679129)";"POINT(52.3679129,4.8999221)";4.8999221;52.3679129;
41;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"beker, tin, 1700-1750";"Korte Houtstraat 23";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP38.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP38.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9011319,52.3677107)";"POINT(52.3677107,4.9011319)";4.9011319;52.3677107;
42;"VONDST";"Vondsten Waterlooplein";"baardmankruik, steengoed, Frechen Duitsland, 1660-1700";"Korte Houtstraat 25";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP39.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9010889,52.3676764)";"POINT(52.3676764,4.9010889)";4.9010889;52.3676764;
43;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"test, aardewerk, 1700-1725";"Korte Houtstraat 27";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP40.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP40.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9010489,52.3676459)";"POINT(52.3676459,4.9010489)";4.9010489;52.3676459;
44;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"smeltkroes, steengoed, 1700-1800";"Korte Houtstraat 41";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP41.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP41.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9009468,52.367562)";"POINT(52.367562,4.9009468)";4.9009468;52.367562;
45;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"fles, glas, 1825-1875";"Lange Houtstraat 28";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP42.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP42.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9007771,52.3678748)";"POINT(52.3678748,4.9007771)";4.9007771;52.3678748;
46;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"plooischotel, faience, Holland, 1645-1655";"Korte Houtstraat 26";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP43.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP43.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.900553,52.3678023)";"POINT(52.3678023,4.900553)";4.900553;52.3678023;
47;"VONDST";"Vondsten Waterlooplein";"rookpijp, pijpaarde, Gouda Holland, 1750-1775";"Korte Houtstraat 28";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP44.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9005382,52.3677832)";"POINT(52.3677832,4.9005382)";4.9005382;52.3677832;
49;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"grape, aardewerk, Holland, 1650-1700";"Zwanenburgerstraat 5";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP47.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP47.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.899842,52.3679701)";"POINT(52.3679701,4.899842)";4.899842;52.3679701;
50;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bord, faience, Portugal, 1625-1650";"Zwanenburgwal 51";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP48.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP48.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8997848,52.3679625)";"POINT(52.3679625,4.8997848)";4.8997848;52.3679625;
51;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"kom, industrieel, Engeland, 1750-1775";"Zwanenburgerstraat 25";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP49.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP49.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9004662,52.3678176)";"POINT(52.3678176,4.9004662)";4.9004662;52.3678176;
52;"VONDST";"Vondsten Waterlooplein";"kies, bot";"Zwanenburgerstraat 23";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP50.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9004042,52.3678328)";"POINT(52.3678328,4.9004042)";4.9004042;52.3678328;
53;"VONDST";"Vondsten Waterlooplein";"bord, pearlware, Engeland, 1750-1800";"Zwanenburgerstraat 23";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP51.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9004552,52.367871)";"POINT(52.367871,4.9004552)";4.9004552;52.367871;
54;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"blaker, aardewerk, Holland, 1675-1700";"Zwanenburgerstraat 21";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP52.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP52.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9003041,52.3678595)";"POINT(52.3678595,4.9003041)";4.9003041;52.3678595;
55;"VONDST";"Vondsten Waterlooplein";"spuitmond, hoorn, 1700-1900";"Zwanenburgerstraat 39";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP60.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9010441,52.3674513)";"POINT(52.3674513,4.9010441)";4.9010441;52.3674513;
56;"VONDST";"Vondsten Waterlooplein";"gesp, koper, 1750-1800";"Zwanenburgerstraat 41";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP61.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9011252,52.3674628)";"POINT(52.3674628,4.9011252)";4.9011252;52.3674628;
57;"VONDST";"Vondsten Waterlooplein";"rasp, koper, 1750-1900";"Zwanenburgerstraat 43";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP62.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9011772,52.3673903)";"POINT(52.3673903,4.9011772)";4.9011772;52.3673903;
58;"VONDST";"Vondsten Waterlooplein";"tol, esdoornhout,  1650-1700";"Zwanenburgerstraat 45";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP63.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9012282,52.3674094)";"POINT(52.3674094,4.9012282)";4.9012282;52.3674094;
59;"VONDST";"Vondsten Waterlooplein";"fles, glas, 1850-1900";"Zwanenburgerstraat 33";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP64.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9008391,52.3675124)";"POINT(52.3675124,4.9008391)";4.9008391;52.3675124;
60;"VONDST";"Vondsten Waterlooplein";"kaurischelpen (Cypraea moneta)";"Zwanenburgerstraat 49";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP65.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9013059,52.3673903)";"POINT(52.3673903,4.9013059)";4.9013059;52.3673903;
61;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"vingerhoed, koperlegering, 1600-1625";"Zwanenburgerstraat 39";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP67.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP67.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.901099,52.3674971)";"POINT(52.3674971,4.901099)";4.901099;52.3674971;
62;"VONDST";"Vondsten Waterlooplein";"pop, vurenhout, 1750-1775";"Lange Houtstraat 38";"";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP68.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9013112,52.3676039)";"POINT(52.3676039,4.9013112)";4.9013112;52.3676039;
63;"BEERPUT_VONDST";"Beerput en vondsten Waterlooplein";"bekerglas, glas, 1600-1625";"Lange Houtstraat 38";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/putten/BP69.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_wlo/obj/BP69.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9013121,52.3676268)";"POINT(52.3676268,4.9013121)";4.9013121;52.3676268;
