OBJECTNUMMER;Topocode;Naam;Adres;Onderzoek;Jaar;Periode;Beschrijving;Webpagina;Foto;Bijschrift;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
73;"AMP";"Boerderijen uit 1800";"Amstelpark Oost";"Archeologische Begeleiding";"2009";"augustus 2009";"Bij de aanleg van Buitenveldert is het maaiveld van het Amstelpark opgehoogd. Daardoor zijn de 19de-eeuwse boerderijen Pingelenburg en Weltevrede die hier langs de Amstel stonden onder het zand verdwenen.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/40-pingelenburg/";"http://www.mapsbma.nl/foto/AMP.jpg";"Funderingsresten van boerderij Weltevrede bij de Riekermolen ";"Vindplaats";"MULTIPOLYGON(((4.89332 52.324436,4.893289 52.324435,4.893289 52.324457,4.893297 52.324474,4.893307 52.324484,4.893328 52.324497,4.893347 52.324504,4.894321 52.324746,4.894334 52.32475,4.894343 52.324757,4.894819 52.325477,4.895476 52.326651,4.895425 52.326744,4.895476 52.326809,4.895537 52.326833,4.895555 52.326853,4.895672 52.327152,4.895718 52.327256,4.895976 52.327795,4.896033 52.327925,4.896049 52.327942,4.896075 52.327951,4.896104 52.327951,4.896151 52.327942,4.896171 52.327929,4.896177 52.327918,4.896175 52.327902,4.895906 52.327335,4.895811 52.327124,4.895613 52.326614,4.895543 52.326492,4.895528 52.326476,4.895508 52.326466,4.895499 52.326458,4.895493 52.326443,4.895499 52.326419,4.895491 52.326401,4.894928 52.325409,4.8945 52.324749,4.894474 52.324731,4.894373 52.324702,4.893387 52.324454,4.893375 52.324445,4.893374 52.324438,4.89332 52.324436)),((4.896215 52.328137,4.896177 52.328144,4.896161 52.328151,4.896145 52.328166,4.896142 52.328177,4.896276 52.328495,4.896296 52.328521,4.896563 52.328765,4.896592 52.328804,4.896599 52.328855,4.896571 52.328981,4.896552 52.329,4.896527 52.32901,4.896503 52.329015,4.896792 52.329034,4.896767 52.329026,4.89675 52.329015,4.89674 52.329002,4.896737 52.328982,4.896836 52.3288,4.896841 52.328757,4.896829 52.328725,4.896809 52.328699,4.896346 52.328277,4.896323 52.328246,4.89628 52.328152,4.896265 52.328143,4.896246 52.328137,4.896215 52.328137)))";"MULTIPOLYGON(((52.324436 4.89332,52.324435 4.893289,52.324457 4.893289,52.324474 4.893297,52.324484 4.893307,52.324497 4.893328,52.324504 4.893347,52.324746 4.894321,52.32475 4.894334,52.324757 4.894343,52.325477 4.894819,52.326651 4.895476,52.326744 4.895425,52.326809 4.895476,52.326833 4.895537,52.326853 4.895555,52.327152 4.895672,52.327256 4.895718,52.327795 4.895976,52.327925 4.896033,52.327942 4.896049,52.327951 4.896075,52.327951 4.896104,52.327942 4.896151,52.327929 4.896171,52.327918 4.896177,52.327902 4.896175,52.327335 4.895906,52.327124 4.895811,52.326614 4.895613,52.326492 4.895543,52.326476 4.895528,52.326466 4.895508,52.326458 4.895499,52.326443 4.895493,52.326419 4.895499,52.326401 4.895491,52.325409 4.894928,52.324749 4.8945,52.324731 4.894474,52.324702 4.894373,52.324454 4.893387,52.324445 4.893375,52.324438 4.893374,52.324436 4.89332)),((52.328137 4.896215,52.328144 4.896177,52.328151 4.896161,52.328166 4.896145,52.328177 4.896142,52.328495 4.896276,52.328521 4.896296,52.328765 4.896563,52.328804 4.896592,52.328855 4.896599,52.328981 4.896571,52.329 4.896552,52.32901 4.896527,52.329015 4.896503,52.329034 4.896792,52.329026 4.896767,52.329015 4.89675,52.329002 4.89674,52.328982 4.896737,52.3288 4.896836,52.328757 4.896841,52.328725 4.896829,52.328699 4.896809,52.328277 4.896346,52.328246 4.896323,52.328152 4.89628,52.328143 4.896265,52.328137 4.896246,52.328137 4.896215)))";4.89507485;52.32672185;
74;"KA9";"500 jaar oude plavuizen";"Kalverstraat 151";"Archeologische Begeleiding";"2008";"april 2008";"Dit deel van de Kalverstraat werd in de tweede helft van de 15de eeuw bebouwd. De vloer van één van deze vroege huizen bestond uit gedecoreerde plavuizen met het devies ‘die tyt is cort, die doot is snel, wacht u va sonde, soe doedi wel’.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/52-plavuizen/";"http://www.mapsbma.nl/foto/KA9.jpg";"Vier plavuizen vormen samen één vierkantvlak met tekst ";"Vindplaats";"POLYGON((4.891217 52.368685,4.891195 52.368719,4.89142 52.368765,4.891444 52.368716,4.891224 52.368671,4.891217 52.368685))";"POLYGON((52.368685 4.891217,52.368719 4.891195,52.368765 4.89142,52.368716 4.891444,52.368671 4.891224,52.368685 4.891217))";4.89132955;52.3687045;
75;"KAT3";"Een dam uit 1790";"Kattenburgerstraat 7";"Archeologische Opgraving";"2005";"maart 2005";"Vanaf 1655 was Kattenburg in gebruik als werf van de Admiraliteit. De oorlogsschepen lagen voor anker in het ’s Lands Dok. Rond dit waterbassin werd in 1790 een dam van klei met een zware eikenhouten beschoeiing aangelegd om dichtslibbing te voorkomen.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/38-dam-rond-`-lands/";"http://www.mapsbma.nl/foto/KAT3.jpg";"Profielopname dwars door de dam";"Vindplaats";"POLYGON((4.920841 52.374829,4.920695 52.374462,4.920088 52.374552,4.920238 52.374919,4.920841 52.374829))";"POLYGON((52.374829 4.920841,52.374462 4.920695,52.374552 4.920088,52.374919 4.920238,52.374829 4.920841))";4.92047455;52.3746764;
76;"VIS1";"Synagoge en waterkelder";"Mr. Visserplein 3";"Archeologische Begeleiding";"2010";"maart 2010";"Bij de bouw van de Portugese synagoge in 1671-75 is onder het poortgebouw een waterkelder van 11.000 liter aangebracht. De watervoorziening voor woonhuizen en ook veel publieke gebouwen in Amsterdam werd met dergelijk opvangbakken van regenwater geregeld";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/waterkelder/";"http://www.mapsbma.nl/foto/VIS1.jpg";"De waterkelder lag onder de ingang van het synagogeterrein ";"Vindplaats";"POLYGON((4.904937 52.367832,4.905016 52.367866,4.905342 52.367752,4.90534 52.36775,4.905446 52.367714,4.905448 52.367716,4.90561 52.367658,4.905922 52.367554,4.905612 52.367218,4.904446 52.367618,4.904937 52.367832))";"POLYGON((52.367832 4.904937,52.367866 4.905016,52.367752 4.905342,52.36775 4.90534,52.367714 4.905446,52.367716 4.905448,52.367658 4.90561,52.367554 4.905922,52.367218 4.905612,52.367618 4.904446,52.367832 4.904937))";4.90519405;52.36752765;
77;"RO23";"Een tonput uit de 18de eeuw";"Rozenstraat 194";"Archeologische Opgraving";"2009";"maart 2009";"De bewoners van dit pand dumpten hun afval, waaronder dit bord van Japans Imariporselein, in een tonput die was ingegraven in de vloer van het souterrain.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/55-rozenstraat-194/";"http://www.mapsbma.nl/foto/RO23.jpg";"Imari is genoemd naar een Japanse havenplaats";"Vindplaats";"POLYGON((4.877841 52.372023,4.877775 52.372125,4.877839 52.372141,4.877871 52.372094,4.877883 52.372097,4.877935 52.372019,4.877856 52.372,4.877841 52.372023))";"POLYGON((52.372023 4.877841,52.372125 4.877775,52.372141 4.877839,52.372094 4.877871,52.372097 4.877883,52.372019 4.877935,52.372 4.877856,52.372023 4.877841))";4.8778651;52.3720576;
78;"REM2";"Regulierspoort uit 1655";"Rembrandtplein t.o. 20";"Archeologische Begeleiding";"2009";"juni 2009";"Tegenwoordig ligt het Rembrandtplein midden in de stad, maar in 1596 liep hier de stadsgrens met een stenen poortgebouw en aarden wal. In 1668 werd de wal afgegraven, maar de Regulierspoort bleef tot de sloop in 1874 in gebruik als Boterwaag.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/63-17de-eeuwse/";"http://www.mapsbma.nl/foto/REM2.jpg";"Dit metselwerk vormde de bekleding van de stadswal";"Vindplaats";"POLYGON((4.896014 52.366032,4.896062 52.366033,4.896076 52.366026,4.896084 52.365942,4.896069 52.365933,4.895934 52.365929,4.895921 52.365937,4.895914 52.366024,4.895921 52.36603,4.896014 52.366032))";"POLYGON((52.366032 4.896014,52.366033 4.896062,52.366026 4.896076,52.365942 4.896084,52.365933 4.896069,52.365929 4.895934,52.365937 4.895921,52.366024 4.895914,52.36603 4.895921,52.366032 4.896014))";4.89600895;52.3659693;
79;"NPS";"Bolwerk Osdorp (1663)";"Nieuwe Passeerdersstraat 2";"Archeologische Opgraving";"2013";"januari 2013";"Op deze locatie lag het laatste bolwerk van de stadswal van 1613. In 1663 werd de ommuring verder doorgetrokken naar het oosten. Bolwerk Osdorp is toen vernieuwd om goed te kunnen aansluiten op het nieuwe deel van de muur rond de stad.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-16/?reload=true";"http://www.mapsbma.nl/foto/NPS.jpg";"Het bolwerk langs de Passeerdersstraat ";"Vindplaats";"POLYGON((4.878107 52.367202,4.877614 52.367059,4.877655 52.366976,4.877716 52.366879,4.877771 52.36681,4.877844 52.366731,4.877952 52.366635,4.878047 52.366565,4.878166 52.366491,4.878272 52.366434,4.878557 52.366524,4.878554 52.366526,4.878807 52.366601,4.878809 52.366598,4.878942 52.366638,4.878941 52.36664,4.878965 52.366648,4.878973 52.366639,4.879173 52.366697,4.879166 52.366707,4.879311 52.366747,4.878997 52.367197,4.878677 52.367113,4.878684 52.367101,4.878535 52.367057,4.87851 52.367088,4.878262 52.367015,4.878157 52.367151,4.878174 52.367156,4.878158 52.367177,4.878139 52.367172,4.878124 52.367192,4.878107 52.367202))";"POLYGON((52.367202 4.878107,52.367059 4.877614,52.366976 4.877655,52.366879 4.877716,52.36681 4.877771,52.366731 4.877844,52.366635 4.877952,52.366565 4.878047,52.366491 4.878166,52.366434 4.878272,52.366524 4.878557,52.366526 4.878554,52.366601 4.878807,52.366598 4.878809,52.366638 4.878942,52.36664 4.878941,52.366648 4.878965,52.366639 4.878973,52.366697 4.879173,52.366707 4.879166,52.366747 4.879311,52.367197 4.878997,52.367113 4.878677,52.367101 4.878684,52.367057 4.878535,52.367088 4.87851,52.367015 4.878262,52.367151 4.878157,52.367156 4.878174,52.367177 4.878158,52.367172 4.878139,52.367192 4.878124,52.367202 4.878107))";4.87847235;52.36680475;
80;"NO2";"17de-eeuwse waterputten en -kelders";"Noorderstraat 2-42";"Archeologische Begeleiding";"2011";"juni-juli 2011";"Rond 1670 verrezen langs de Noorderstraat wevershuizen naar ontwerp van Philips Vingboons. Deze hadden een uniforme maatvoering en indeling met aan de achterzijde waterputten en waterkelders.";"";"http://www.mapsbma.nl/foto/NO2.jpg";"Een waterput op het achterterrein";"Vindplaats";"POLYGON((4.892057 52.361123,4.891875 52.361147,4.891936 52.361331,4.893333 52.361139,4.893273 52.360969,4.892573 52.36106,4.892057 52.361123))";"POLYGON((52.361123 4.892057,52.361147 4.891875,52.361331 4.891936,52.361139 4.893333,52.360969 4.893273,52.36106 4.892573,52.361123 4.892057))";4.8926141;52.3611361;
81;"MAR6";"Fundament uit 1663 hergebruikt";"Marnixstraat 356-358";"Archeologische Begeleiding";"2008";"januari 2008";"Deze panden langs de Marnixstraat zijn eind 19de eeuw gebouwd op de fundering van de stadswal uit 1663 die tussen de bolwerken Osdorp en Sloten liep.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-13/?reload=true";"http://www.mapsbma.nl/foto/MAR6.jpg";"De achtergevel van het woonhuis staat bovenop de stadswal";"Vindplaats";"POLYGON((4.879386 52.366116,4.879656 52.366185,4.879629 52.366245,4.879319 52.366161,4.879356 52.366108,4.879386 52.366116))";"POLYGON((52.366116 4.879386,52.366185 4.879656,52.366245 4.879629,52.366161 4.879319,52.366108 4.879356,52.366116 4.879386))";4.87949755;52.36616195;
82;"MAR4";"Theater op 17de-eeuws bolwerk";"Marnixstraat 400-402";"Archeologische Begeleiding";"2007";"november 2007";"Bij de bouw van Theater Bellevue aan de Leidsekade 90 in 1840 werd de achtergevel op de houten fundering van het 17de-eeuwse bolwerk Sloten geplaatst.";"";"http://www.mapsbma.nl/foto/MAR4.jpg";"De fundering van het bolwerk ";"Vindplaats";"POLYGON((4.880605 52.364588,4.880608 52.364591,4.880576 52.364612,4.880528 52.364652,4.880375 52.364564,4.880262 52.364545,4.88022 52.364565,4.880107 52.364544,4.880141 52.364475,4.880059 52.364459,4.880076 52.364425,4.880105 52.364431,4.88012 52.3644,4.880107 52.364365,4.880074 52.364357,4.880679 52.364213,4.880683 52.364208,4.880521 52.364017,4.880583 52.363993,4.880759 52.36415,4.880711 52.364169,4.880761 52.364213,4.880784 52.364227,4.880938 52.364125,4.880973 52.364145,4.881044 52.364099,4.881181 52.364177,4.881213 52.364193,4.880605 52.364588))";"POLYGON((52.364588 4.880605,52.364591 4.880608,52.364612 4.880576,52.364652 4.880528,52.364564 4.880375,52.364545 4.880262,52.364565 4.88022,52.364544 4.880107,52.364475 4.880141,52.364459 4.880059,52.364425 4.880076,52.364431 4.880105,52.3644 4.88012,52.364365 4.880107,52.364357 4.880074,52.364213 4.880679,52.364208 4.880683,52.364017 4.880521,52.363993 4.880583,52.36415 4.880759,52.364169 4.880711,52.364213 4.880761,52.364227 4.880784,52.364125 4.880938,52.364145 4.880973,52.364099 4.881044,52.364177 4.881181,52.364193 4.881213,52.364588 4.880605))";4.880646;52.36430995;
83;"MAR2";"Walmuur uit het Rampjaar 1672";"Marnixplein 1";"Archeologische Begeleiding";"2004";"mei–juli 2004";"Ter hoogte van het Marnixbad was in 1613 een aarden stadswal aangelegd. Toen in 1672 een belegering van de stad dreigde werd de wal aan de buitenkant verbeterd met een bakstenen schildmuur. Door de druk van de aarden wal zakte de muur uiteindelijk scheef";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/29-profiel-17de/";"http://www.mapsbma.nl/foto/MAR2.jpg";"Profiel van de walmuur in de bouwput";"Vindplaats";"POLYGON((4.87818 52.378187,4.878214 52.37824,4.878647 52.378148,4.878552 52.377995,4.878558 52.377992,4.878558 52.377979,4.878551 52.377974,4.878535 52.377969,4.878517 52.377941,4.878529 52.377939,4.87836 52.377674,4.877926 52.37778,4.878085 52.378044,4.87818 52.378187))";"POLYGON((52.378187 4.87818,52.37824 4.878214,52.378148 4.878647,52.377995 4.878552,52.377992 4.878558,52.377979 4.878558,52.377974 4.878551,52.377969 4.878535,52.377941 4.878517,52.377939 4.878529,52.377674 4.87836,52.37778 4.877926,52.378044 4.878085,52.378187 4.87818))";4.8782966;52.3779437;
84;"SP7";"Een Iberisch oliekruikje";"Spuistraat 3A/Nieuwezijds Voorburgwal 16";"Archeologische Begeleiding";"2011";"maart–april 2011";"Voordat rond 1600 het huidige pand kon worden gebouwd moest het perceel eerst worden opgehoogd met venige kleizoden. Uit deze grondlagen kwam een intact 16de-eeuws kruikje dat met olijfolie uit Spanje of Portugal naar Amsterdam was verscheept.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/73-tussen-nieuwezijs/";"http://www.mapsbma.nl/foto/SP7.jpg";"Het oliekruikje uit de 16de eeuw";"Vindplaats";"POLYGON((4.894634 52.377305,4.894845 52.37719,4.894788 52.377153,4.894543 52.377284,4.894608 52.377318,4.894634 52.377305))";"POLYGON((52.377305 4.894634,52.37719 4.894845,52.377153 4.894788,52.377284 4.894543,52.377318 4.894608,52.377305 4.894634))";4.89470385;52.3772227;
85;"WI";"Amstel overstromingen";"Wibautstraat198-210/Marcusstraat 21-31";"Archeologische Begeleiding";"2012";"april 2013";"De Amstel trad vroeger bij hoge waterstanden of stormvloeden buiten zijn oever. De polder ten oosten van de rivier werd dan bedekt met kleilagen. De bodem op deze locatie bestond alleen uit veen, wat bewijst dat de overstromingen niet tot hier kwamen. .";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/76-wibaurveste/";"http://www.mapsbma.nl/foto/WI.jpg";"Het zuidprofiel onderin de bouwput";"Vindplaats";"POLYGON((4.912524 52.351818,4.912505 52.351837,4.912736 52.351921,4.912573 52.352188,4.912788 52.352269,4.912782 52.35231,4.912779 52.352308,4.912668 52.352425,4.912788 52.352468,4.912814 52.352465,4.913167 52.35188,4.912652 52.35169,4.912524 52.351818))";"POLYGON((52.351818 4.912524,52.351837 4.912505,52.351921 4.912736,52.352188 4.912573,52.352269 4.912788,52.35231 4.912782,52.352308 4.912779,52.352425 4.912668,52.352468 4.912788,52.352465 4.912814,52.35188 4.913167,52.35169 4.912652,52.351818 4.912524))";4.91284585;52.3520667;
86;"KLO9";"Een achtertuin vol 17de-eeuws glasafval";"Kloveniersburgwal 105";"Archeologische Opgraving";"2001";"september 2001";"Ter hoogte van dit pand aan de Kloveniersburgwal stond tussen 1601 en 1631 het beroemde glashuis van Jan Soop. In de achtertuin was het fundament bewaard van één van de glasovens waar de kralen en bijzondere drinkglazen werden gemaakt.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-a/?reload=true";"http://www.mapsbma.nl/foto/KLO9.jpg";"Fundering van één van de glasovens van Soop";"Vindplaats";"POLYGON((4.897324 52.368784,4.897267 52.368721,4.897419 52.368677,4.897467 52.368736,4.897324 52.368784))";"POLYGON((52.368784 4.897324,52.368721 4.897267,52.368677 4.897419,52.368736 4.897467,52.368784 4.897324))";4.897377;52.3687178;
87;"HE10";"Prestedelijke bebouwing";"Herengracht 74-78";"Archeologische Begeleiding";"2010";"oktober–november 2010";"Voordat in 1610 de grachtengordel werd aangelegd, was dit een landelijk gebied. Door de weiden liepen paden en sloten met daarlangs eenvoudige houten huizen en werkplaatsen. Dit is het afval van de mensen die hier in de 16de eeuw woonden en werkten.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/70-sporen-16de/";"http://www.mapsbma.nl/foto/HE10.jpg";"Vondsten (1500-1550) uit de ophoging ";"Vindplaats";"POLYGON((4.889693 52.377159,4.889732 52.377146,4.889639 52.377046,4.889443 52.377114,4.889502 52.37718,4.889383 52.377221,4.889416 52.377255,4.889693 52.377159))";"POLYGON((52.377159 4.889693,52.377146 4.889732,52.377046 4.889639,52.377114 4.889443,52.37718 4.889502,52.377221 4.889383,52.377255 4.889416,52.377159 4.889693))";4.8895676;52.3771388;
88;"NZN1";"Waterland met dijken";"Nieuwe Leeuwarderweg";"Archeologische Begeleiding";"2009";"2007-2009";"Al in de 12de eeuw werd begonnen met het aanleggen van de Waterlandse Zeedijk om het land tegen het water te beschermen. Dit profiel toont dat de oude zeedijk is opgebouwd uit plaggen veen en klei. Met de metalen bakken zijn grondmonsters genomen.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/noord-zuidlijn/";"http://www.mapsbma.nl/foto/NZN1.jpg";"De Waterlandse Zeedijk uit brokken veen en klei onder de Nieuwe Leeuwarderweg";"Vindplaats";"POLYGON((4.924054 52.39377,4.923467 52.392867,4.922927 52.393006,4.924425 52.395305,4.925026 52.395148,4.924054 52.39377))";"POLYGON((52.39377 4.924054,52.392867 4.923467,52.393006 4.922927,52.395305 4.924425,52.395148 4.925026,52.39377 4.924054))";4.92398665;52.3940722;
89;"SST";"Pottenbakkerij voor de suikernijverheid";"Schoolstraat 5-19";"Archeologische Begeleiding";"2012";"mei 2012";"In de 17de en 18de eeuw was hier aan de Overtoom een pottenbakkerij waar potten en vormen werden vervaardigd voor de vele suikerraffinaderijen in Amsterdam. Misbaksels uit de oven werden destijds op dit achterterrein gedumpt.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/79-pottenbakkerij/";"http://www.mapsbma.nl/foto/SST.jpg";"Strooppotten en een suikerbroodvorm uit de pottenbakkerij ";"Vindplaats";"POLYGON((4.861606 52.359038,4.861837 52.358743,4.862015 52.358789,4.862154 52.358817,4.862117 52.358866,4.862193 52.358887,4.862142 52.358987,4.862054 52.359011,4.861981 52.359104,4.861824 52.359066,4.861808 52.359093,4.861606 52.359038))";"POLYGON((52.359038 4.861606,52.358743 4.861837,52.358789 4.862015,52.358817 4.862154,52.358866 4.862117,52.358887 4.862193,52.358987 4.862142,52.359011 4.862054,52.359104 4.861981,52.359066 4.861824,52.359093 4.861808,52.359038 4.861606))";4.8619094;52.3589102;
90;"HAP2";"Ophoging uit 1613";"Haarlemmerplein t.o. 10-38";"Archeologische Begeleiding";"2010";"maart 2010";"In de bouwput voor het bergbezinkbassin op het Haarlemmerplein zijn ophogingslagen gevonden waarmee dit toenmalige buitendijkse gebied in een aantal fasen is opgehoogd. De ophoging is vanaf de Haarlemmerdijk in de richting van het IJ aangelegd.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/56-bergbezinkbassin/";"http://www.mapsbma.nl/foto/HAP2.jpg";"";"Vindplaats";"POLYGON((4.883821 52.384997,4.88433 52.384711,4.884289 52.384677,4.883784 52.384967,4.883821 52.384997))";"POLYGON((52.384997 4.883821,52.384711 4.88433,52.384677 4.884289,52.384967 4.883784,52.384997 4.883821))";4.88406705;52.3848235;
91;"NDO1";"Aanplemping in de Amstelbocht";"Nieuwe Doelenstraat";"Archeologische Begeleiding";"2010";"november 2010-april 2011";"Om tussen 1480 en 1500 de stenen stadsmuur te kunnen aanleggen moest de Amstelbocht gedeeltelijk worden aangeplempt. De bodem werd toen verstevigd met afval van onder meer runder- en varkensbotten.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/74-aanplemping/";"http://www.mapsbma.nl/foto/NDO1.jpg";"Het organisch materiaal bestond uit botten en schelpen";"Vindplaats";"POLYGON((4.893934 52.367861,4.894074 52.367756,4.894101 52.367746,4.894135 52.367747,4.895802 52.368368,4.895971 52.368545,4.896145 52.368508,4.896145 52.368504,4.895969 52.368322,4.895934 52.368313,4.894601 52.367811,4.894342 52.367716,4.894076 52.367606,4.893807 52.367802,4.893934 52.367861))";"POLYGON((52.367861 4.893934,52.367756 4.894074,52.367746 4.894101,52.367747 4.894135,52.368368 4.895802,52.368545 4.895971,52.368508 4.896145,52.368504 4.896145,52.368322 4.895969,52.368313 4.895934,52.367811 4.894601,52.367716 4.894342,52.367606 4.894076,52.367802 4.893807,52.367861 4.893934))";4.89498615;52.3680617;
