OBJECTNUMMER;SELECTIE;Nederlandse_naam;Wetenschappelijke_naam;Kademuur;Beschermd;Rode_lijst;Water;Straat;Brugnummer;Aantal_in_2009;Aantal_in_2010;Aantal_in_2011;Aantal_in_2012;Aantal_in_2013;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singel";"Singel";"";"";"";"1";"";"0 exemplaren";"POINT(4.888036,52.3688628)";"POINT(52.3688628,4.888036)";4.888036;52.3688628;
2;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Weteringsschans";"";"2";"";"5";"";"0 exemplaren";"POINT(4.8882439,52.3608176)";"POINT(52.3608176,4.8882439)";4.8882439;52.3608176;
3;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singel";"Singel";"";"";"";"1";"";"1";"POINT(4.8882,52.3685843)";"POINT(52.3685843,4.8882)";4.8882;52.3685843;
4;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Weteringsluisje";"SLU";"66";"";"90";"";"123";"POINT(4.888334,52.3606459)";"POINT(52.3606459,4.888334)";4.888334;52.3606459;
5;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Herengracht";"Brug Leidsestraat-Koningsplein";"29";"";"1";"1";"";"0 exemplaren";"POINT(4.8882639,52.366883)";"POINT(52.366883,4.8882639)";4.8882639;52.366883;
6;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Brug Weteringstraat";"89";"1";"";"1";"";"0 exemplaren";"POINT(4.888406,52.3607184)";"POINT(52.3607184,4.888406)";4.888406;52.3607184;
7;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Nieuwe Weteringstraat";"89";"1";"";"";"";"0 exemplaren";"POINT(4.888406,52.3607375)";"POINT(52.3607375,4.888406)";4.888406;52.3607375;
8;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Weteringsluisje";"SLU";"7";"";"8";"";"6";"POINT(4.8884218,52.3606192)";"POINT(52.3606192,4.8884218)";4.8884218;52.3606192;
9;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Weteringsluisje";"SLU";"1";"";"1";"";"1";"POINT(4.8884661,52.3606574)";"POINT(52.3606574,4.8884661)";4.8884661;52.3606574;
10;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Brouwersgracht";"Brouwersgracht";"";"3";"";"5";"";"0 exemplaren";"POINT(4.8883722,52.3807341)";"POINT(52.3807341,4.8883722)";4.8883722;52.3807341;
11;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Nieuwe Weteringstraat";"89";"2";"";"";"";"0 exemplaren";"POINT(4.8886249,52.3608824)";"POINT(52.3608824,4.8886249)";4.8886249;52.3608824;
12;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Herengracht";"Brug Leidsegracht";"29";"";"";"1";"";"0 exemplaren";"POINT(4.8885739,52.3667227)";"POINT(52.3667227,4.8885739)";4.8885739;52.3667227;
13;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Herengracht";"Herengracht";"";"";"";"";"";"1";"POINT(4.8886359,52.3664023)";"POINT(52.3664023,4.8886359)";4.8886359;52.3664023;
14;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Zoutkeetsgracht";"Zoutkeetsgracht";"";"12";"";"";"";"0 exemplaren";"POINT(4.8884332,52.3884017)";"POINT(52.3884017,4.8884332)";4.8884332;52.3884017;
15;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"0 exemplaren";"";"1";"";"0 exemplaren";"POINT(4.888787,52.3608023)";"POINT(52.3608023,4.888787)";4.888787;52.3608023;
16;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Realengracht";"Realengracht";"";"2";"";"2";"1";"4";"POINT(4.8885052,52.3871886)";"POINT(52.3871886,4.8885052)";4.8885052;52.3871886;
17;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"";"";"";"";"1";"POINT(4.8888609,52.3607756)";"POINT(52.3607756,4.8888609)";4.8888609;52.3607756;
18;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"33";"";"23";"";"19";"POINT(4.8889201,52.3607489)";"POINT(52.3607489,4.8889201)";4.8889201;52.3607489;
19;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Korte Prinsengracht";"Korte Prinsengracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.8887498,52.3810698)";"POINT(52.3810698,4.8887498)";4.8887498;52.3810698;
20;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Zoutkeetsgracht";"Zoutkeetsgracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.888715,52.3881766)";"POINT(52.3881766,4.888715)";4.888715;52.3881766;
21;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Keizersgracht";"Keizersgracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.8891299,52.3642546)";"POINT(52.3642546,4.8891299)";4.8891299;52.3642546;
22;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Korte Prinsengracht";"Sluis Haarlemmerdijk";"SLU";"1";"";"0 exemplaren";"";"0 exemplaren";"POINT(4.8889549,52.3811499)";"POINT(52.3811499,4.8889549)";4.8889549;52.3811499;
23;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Herengracht";"Herengracht";"";"";"";"2";"";"0 exemplaren";"POINT(4.8891418,52.3762709)";"POINT(52.3762709,4.8891418)";4.8891418;52.3762709;
24;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Brouwersgracht";"Brouwersgracht";"";"";"";"2";"";"1";"POINT(4.8891151,52.379975)";"POINT(52.379975,4.8891151)";4.8891151;52.379975;
25;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singel";"Heiligewegsluis";"2";"";"";"";"";"1";"POINT(4.8892548,52.3674742)";"POINT(52.3674742,4.8892548)";4.8892548;52.3674742;
26;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Herengracht";"Herengracht";"";"";"";"";"";"1";"POINT(4.8893011,52.366017)";"POINT(52.366017,4.8893011)";4.8893011;52.366017;
27;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Herengracht";"Herengracht";"";"";"";"1";"";"1";"POINT(4.8894188,52.3659522)";"POINT(52.3659522,4.8894188)";4.8894188;52.3659522;
28;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Korte Prinsengracht";"Korte Prinsengracht";"";"1";"";"1";"";"1";"POINT(4.8892629,52.3811614)";"POINT(52.3811614,4.8892629)";4.8892629;52.3811614;
29;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Prinsengracht";"Prinsengracht";"";"6";"";"6";"";"6";"POINT(4.8895328,52.3623511)";"POINT(52.3623511,4.8895328)";4.8895328;52.3623511;
30;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Zoutkeetsgracht";"Zoutkeetsgracht";"";"3";"";"3";"";"1";"POINT(4.8892581,52.3882071)";"POINT(52.3882071,4.8892581)";4.8892581;52.3882071;
31;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Korte Prinsengracht";"Sluis Haarlemmerdijk";"313";"1";"";"1";"";"3";"POINT(4.889364,52.3813407)";"POINT(52.3813407,4.889364)";4.889364;52.3813407;
32;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Herengracht";"Herengracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.889437,52.3761717)";"POINT(52.3761717,4.889437)";4.889437;52.3761717;
33;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singel";"Singel";"";"";"";"1";"";"0 exemplaren";"POINT(4.8895242,52.3749167)";"POINT(52.3749167,4.8895242)";4.8895242;52.3749167;
34;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Herengracht";"Herengracht";"";"";"";"1";"";"1";"POINT(4.889641,52.3658301)";"POINT(52.3658301,4.889641)";4.889641;52.3658301;
35;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Korte Prinsengracht";"Brug Haarlemmerdijk";"313";"1";"";"";"";"1";"POINT(4.8895242,52.3814589)";"POINT(52.3814589,4.8895242)";4.8895242;52.3814589;
36;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Prinsengracht";"Prinsengracht";"";"3";"";"3";"";"2";"POINT(4.8898122,52.3623168)";"POINT(52.3623168,4.8898122)";4.8898122;52.3623168;
37;"NB_9001";"Smalle ijzervaren";"Cyrtomium fortunei";"Ja";"";"";"Korte Prinsengracht";"Tussen de Bogen";"";"29";"";"15";"";"7";"POINT(4.8896468,52.382321)";"POINT(52.382321,4.8896468)";4.8896468;52.382321;
38;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Herengracht";"Brug Herenstraat";"18";"";"";"";"";"1";"POINT(4.8897092,52.3768126)";"POINT(52.3768126,4.8897092)";4.8897092;52.3768126;
39;"NB_2421";"Tripmadam";"Sedum reflexum";"Ja";"";"BE";"Zoutkeetsgracht";"Zoutkeetsgracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.889621,52.3885848)";"POINT(52.3885848,4.889621)";4.889621;52.3885848;
40;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Korte Prinsengracht";"Tussen de Bogen";"";"15";"";"20";"";"30";"POINT(4.8897211,52.3822753)";"POINT(52.3822753,4.8897211)";4.8897211;52.3822753;
41;"NB_2021";"Stijve naaldvaren";"Polystichum aculeatum";"Ja";"";"GE";"Herengracht";"Brug Herenstraat";"18";"";"";"";"";"1";"POINT(4.8897812,52.3768851)";"POINT(52.3768851,4.8897812)";4.8897812;52.3768851;
42;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Korte Prinsengracht";"Tussen de Bogen";"";"";"";"1";"";"0 exemplaren";"POINT(4.8897798,52.3822409)";"POINT(52.3822409,4.8897798)";4.8897798;52.3822409;
43;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Korte Prinsengracht";"Korte Prinsengracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.8899882,52.3819892)";"POINT(52.3819892,4.8899882)";4.8899882;52.3819892;
44;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Herengracht";"Herengracht";"";"";"";"";"";"1";"POINT(4.890085,52.3773009)";"POINT(52.3773009,4.890085)";4.890085;52.3773009;
45;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Herengracht";"Herengracht";"";"4";"";"2";"";"3";"POINT(4.8901141,52.3773352)";"POINT(52.3773352,4.8901141)";4.8901141;52.3773352;
46;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Herengracht";"Herengracht";"";"5";"";"3";"";"2";"POINT(4.890157,52.3773886)";"POINT(52.3773886,4.890157)";4.890157;52.3773886;
47;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Herengracht";"Herengracht";"";"13";"";"2";"";"0 exemplaren";"POINT(4.8901579,52.377381)";"POINT(52.377381,4.8901579)";4.8901579;52.377381;
48;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Singel";"Singel";"";"1";"";"";"";"0 exemplaren";"POINT(4.8901789,52.3754927)";"POINT(52.3754927,4.8901789)";4.8901789;52.3754927;
49;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Brouwersgracht";"Brouwersgracht";"";"0 exemplaren";"";"1";"";"3";"POINT(4.8901608,52.3797194)";"POINT(52.3797194,4.8901608)";4.8901608;52.3797194;
50;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Westerdok";"Hollandse tuin";"";"5";"";"";"";"1";"POINT(4.8902399,52.3831336)";"POINT(52.3831336,4.8902399)";4.8902399;52.3831336;
51;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Westerdok";"Hollandsetuin";"";"";"";"1";"";"1";"POINT(4.8902461,52.3839156)";"POINT(52.3839156,4.8902461)";4.8902461;52.3839156;
52;"NB_2638";"Moerasvaren";"Thelypteris palustris";"Ja";"";"";"Westerdok";"Zandhoek";"";"1";"";"1";"";"0 exemplaren";"POINT(4.8905761,52.3609511)";"POINT(52.3609511,4.8905761)";4.8905761;52.3609511;
53;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Westerdok";"Touwslagerstraat";"";"";"";"2";"";"2";"POINT(4.890322,52.3850104)";"POINT(52.3850104,4.890322)";4.890322;52.3850104;
54;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Brouwersgracht";"Brouwersgracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.890382,52.3796736)";"POINT(52.3796736,4.890382)";4.890382;52.3796736;
55;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Herengracht";"Herengracht";"";"";"";"";"";"1";"POINT(4.8906119,52.3774459)";"POINT(52.3774459,4.8906119)";4.8906119;52.3774459;
56;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Brouwersgracht";"Brouwersgracht";"";"0 exemplaren";"";"0 exemplaren";"";"0 exemplaren";"POINT(4.8907082,52.3793685)";"POINT(52.3793685,4.8907082)";4.8907082;52.3793685;
57;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Brouwersgracht";"Brouwersgracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.8907349,52.3795935)";"POINT(52.3795935,4.8907349)";4.8907349;52.3795935;
58;"NB_2421";"Tripmadam";"Sedum reflexum";"Ja";"";"BE";"Herengracht";"Herengracht";"";"";"";"1";"";"0 exemplaren";"POINT(4.89097,52.378266)";"POINT(52.378266,4.89097)";4.89097;52.378266;
59;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Brouwersgracht";"Brouwersgracht";"";"1";"";"0 exemplaren";"";"0 exemplaren";"POINT(4.8911641,52.3792731)";"POINT(52.3792731,4.8911641)";4.8911641;52.3792731;
60;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Herengracht";"Herengracht";"";"1";"";"";"";"0 exemplaren";"POINT(4.891217,52.3785445)";"POINT(52.3785445,4.891217)";4.891217;52.3785445;
61;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Westerdok";"Westerdok";"";"1";"";"";"";"0 exemplaren";"POINT(4.8913162,52.3840911)";"POINT(52.3840911,4.8913162)";4.8913162;52.3840911;
62;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Westerdoksluis";"314";"";"";"2";"";"8";"POINT(4.8913882,52.3829657)";"POINT(52.3829657,4.8913882)";4.8913882;52.3829657;
63;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Westerdok";"Westerdok";"";"14";"";"10";"";"21";"POINT(4.8913829,52.384648)";"POINT(52.384648,4.8913829)";4.8913829;52.384648;
64;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Westerdok";"Westerdoksdijk";"";"";"";"1";"";"0 exemplaren";"POINT(4.8914502,52.3852507)";"POINT(52.3852507,4.8914502)";4.8914502;52.3852507;
65;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Herengracht";"Herengracht";"";"";"";"";"";"1";"POINT(4.8915842,52.3785102)";"POINT(52.3785102,4.8915842)";4.8915842;52.3785102;
66;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Singel";"Singel";"";"2";"";"3";"";"0 exemplaren";"POINT(4.8916318,52.3768393)";"POINT(52.3768393,4.8916318)";4.8916318;52.3768393;
67;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Westerdok";"Westerdok";"";"1";"";"1";"";"3";"POINT(4.891557,52.3861777)";"POINT(52.3861777,4.891557)";4.891557;52.3861777;
68;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Westerdok";"Westerdok";"";"1";"";"1";"";"1";"POINT(4.8916519,52.3869216)";"POINT(52.3869216,4.8916519)";4.8916519;52.3869216;
69;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Westerdok";"Westerdok";"";"";"";"1";"";"0 exemplaren";"POINT(4.8916519,52.3869216)";"POINT(52.3869216,4.8916519)";4.8916519;52.3869216;
70;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Westerdoksdijk";"";"";"";"";"";"1";"POINT(4.8916228,52.3895117)";"POINT(52.3895117,4.8916228)";4.8916228;52.3895117;
71;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Singel";"Singel";"";"2";"";"2";"";"0 exemplaren";"POINT(4.8917968,52.3765151)";"POINT(52.3765151,4.8917968)";4.8917968;52.3765151;
72;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Prinsengracht";"Brug Vijzelstraat";"70";"";"";"1";"";"0 exemplaren";"POINT(4.8920009,52.3622252)";"POINT(52.3622252,4.8920009)";4.8920009;52.3622252;
73;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Herengracht";"Herengracht";"";"";"";"1";"";"0 exemplaren";"POINT(4.8918159,52.3787619)";"POINT(52.3787619,4.8918159)";4.8918159;52.3787619;
74;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Westerdoksdijk";"";"";"";"";"";"3";"POINT(4.8916972,52.3894927)";"POINT(52.3894927,4.8916972)";4.8916972;52.3894927;
75;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Westerdok";"Westerdok";"";"";"";"1";"";"0 exemplaren";"POINT(4.8917329,52.3875624)";"POINT(52.3875624,4.8917329)";4.8917329;52.3875624;
76;"BE_826";"Blaasvaren";"Cystopteris fragilis";"Ja";"F2";"BE";"Het IJ";"Westerdoksdijk";"";"";"";"3";"";"0 exemplaren";"POINT(4.8917258,52.3894927)";"POINT(52.3894927,4.8917258)";4.8917258;52.3894927;
77;"BE_826";"Blaasvaren";"Cystopteris fragilis";"Ja";"F2";"BE";"Het IJ";"Westerdoksdijk";"";"";"";"4";"";"0 exemplaren";"POINT(4.8917258,52.3894927)";"POINT(52.3894927,4.8917258)";4.8917258;52.3894927;
78;"BE_826";"Blaasvaren";"Cystopteris fragilis";"Ja";"F2";"BE";"Het IJ";"Westerdoksdijk";"";"";"";"2";"";"0 exemplaren";"POINT(4.891741,52.389466)";"POINT(52.389466,4.891741)";4.891741;52.389466;
79;"NB_2014";"Brede eikvaren";"Polypodium interjectum";"Ja";"";"";"Het IJ";"Westerdoksdijk";"";"";"";"1";"";"1";"POINT(4.8917859,52.3894126)";"POINT(52.3894126,4.8917859)";4.8917859;52.3894126;
80;"BE_826";"Blaasvaren";"Cystopteris fragilis";"Ja";"F2";"BE";"Het IJ";"Westerdoksdijk";"";"";"";"1";"";"0 exemplaren";"POINT(4.8918159,52.3893324)";"POINT(52.3893324,4.8918159)";4.8918159;52.3893324;
81;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Westerdoksdijk";"";"1";"";"8";"";"30";"POINT(4.8918459,52.389279)";"POINT(52.389279,4.8918459)";4.8918459;52.389279;
82;"BE_826";"Blaasvaren";"Cystopteris fragilis";"Ja";"F2";"BE";"Het IJ";"Westerdoksdijk";"";"";"";"2";"";"1";"POINT(4.8918459,52.38926)";"POINT(52.38926,4.8918459)";4.8918459;52.38926;
83;"BE_2100";"Gele helmbloem";"Pseudofumaria lutea";"Ja";"F2";"";"Herengracht";"Herengracht";"";"";"";"1";"";"4";"POINT(4.8919899,52.3789603)";"POINT(52.3789603,4.8919899)";4.8919899;52.3789603;
84;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Westerdoksdijk";"";"1";"";"2";"";"13";"POINT(4.891876,52.3892256)";"POINT(52.3892256,4.891876)";4.891876;52.3892256;
85;"BE_826";"Blaasvaren";"Cystopteris fragilis";"Ja";"F2";"BE";"Het IJ";"Westerdoksdijk";"";"";"";"1";"";"0 exemplaren";"POINT(4.8918912,52.3891799)";"POINT(52.3891799,4.8918912)";4.8918912;52.3891799;
86;"BE_826";"Blaasvaren";"Cystopteris fragilis";"Ja";"F2";"BE";"Het IJ";"Westerdoksdijk";"";"";"";"2";"";"0 exemplaren";"POINT(4.8918912,52.3891875)";"POINT(52.3891875,4.8918912)";4.8918912;52.3891875;
87;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Westerdoksdijk";"";"";"";"7";"";"10";"POINT(4.8918912,52.3891875)";"POINT(52.3891875,4.8918912)";4.8918912;52.3891875;
88;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Westerdoksdijk";"";"2";"";"2";"";"3";"POINT(4.8919208,52.3891341)";"POINT(52.3891341,4.8919208)";4.8919208;52.3891341;
89;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Rokin";"Rokin";"";"";"";"1";"";"0 exemplaren";"POINT(4.8922179,52.3690955)";"POINT(52.3690955,4.8922179)";4.8922179;52.3690955;
90;"BE_1863";"Klein glaskruid";"Parietaria judaica";"Ja";"F2";"";"Singel";"Brug Korsjespoortsteeg";"12";"";"";"1";"";"10";"POINT(4.8922188,52.3769232)";"POINT(52.3769232,4.8922188)";4.8922188;52.3769232;
91;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Herengracht";"Herengracht";"";"";"";"1";"";"0 exemplaren";"POINT(4.89238,52.3651129)";"POINT(52.3651129,4.89238)";4.89238;52.3651129;
92;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Rokin";"Rokin";"";"3";"";"4";"";"0 exemplaren";"POINT(4.892349,52.3691374)";"POINT(52.3691374,4.892349)";4.892349;52.3691374;
93;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Rokin";"Rokin";"";"8";"";"5";"";"0 exemplaren";"POINT(4.8924668,52.3691413)";"POINT(52.3691413,4.8924668)";4.8924668;52.3691413;
94;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Lijnbaansgracht";"Lijnbaansgracht";"";"";"";"1";"";"0 exemplaren";"POINT(4.8925979,52.3600089)";"POINT(52.3600089,4.8925979)";4.8925979;52.3600089;
95;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Stenen Hoofd";"";"23";"";"57";"";"76";"POINT(4.8923428,52.3894583)";"POINT(52.3894583,4.8923428)";4.8923428;52.3894583;
96;"BE_1863";"Klein glaskruid";"Parietaria judaica";"Ja";"F2";"";"Brouwersgracht";"Brouwersgracht";"";"";"";"";"";"3";"POINT(4.8925159,52.3792159)";"POINT(52.3792159,4.8925159)";4.8925159;52.3792159;
97;"BE_1863";"Klein glaskruid";"Parietaria judaica";"Ja";"F2";"";"Brouwersgracht";"Brouwersgracht";"";"1";"";"3";"";"4";"POINT(4.892575,52.3791968)";"POINT(52.3791968,4.892575)";4.892575;52.3791968;
98;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singelgracht";"Stadhouderskade";"";"2";"";"8";"";"11";"POINT(4.892854,52.3580977)";"POINT(52.3580977,4.892854)";4.892854;52.3580977;
99;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Singelgracht";"Stadhouderskade";"";"";"";"";"";"1";"POINT(4.892854,52.3580977)";"POINT(52.3580977,4.892854)";4.892854;52.3580977;
100;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lijnbaansgracht";"achter Weteringschans";"";"";"";"1";"";"0 exemplaren";"POINT(4.8928502,52.3597838)";"POINT(52.3597838,4.8928502)";4.8928502;52.3597838;
101;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Lijnbaansgracht";"Weteringschans";"";"";"";"1";"";"17";"POINT(4.89307,52.3597762)";"POINT(52.3597762,4.89307)";4.89307;52.3597762;
102;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Westerdoksdijk";"";"7";"";"16";"";"32";"POINT(4.8927581,52.387818)";"POINT(52.387818,4.8927581)";4.8927581;52.387818;
103;"BE_625";"Schubvaren";"Ceterach officinarum";"Ja";"F2";"GE";"Het IJ";"Stenen Hoofd";"";"";"";"1";"";"1";"POINT(4.8928029,52.3890578)";"POINT(52.3890578,4.8928029)";4.8928029;52.3890578;
104;"BE_625";"Schubvaren";"Ceterach officinarum";"Ja";"F2";"GE";"Het IJ";"Stenen Hoofd";"";"";"1";"1";"";"1";"POINT(4.8928029,52.3890578)";"POINT(52.3890578,4.8928029)";4.8928029;52.3890578;
105;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Singel";"Brug Muntplein";"1";"";"";"1";"";"0 exemplaren";"POINT(4.8930929,52.3669669)";"POINT(52.3669669,4.8930929)";4.8930929;52.3669669;
106;"BE_625";"Schubvaren";"Ceterach officinarum";"Ja";"F2";"GE";"Het IJ";"Stenen Hoofd";"";"";"";"1";"";"1";"POINT(4.8929479,52.3892027)";"POINT(52.3892027,4.8929479)";4.8929479;52.3892027;
107;"BE_625";"Schubvaren";"Ceterach officinarum";"Ja";"F2";"GE";"Het IJ";"Stenen Hoofd";"";"1";"1";"1";"1";"1";"POINT(4.892977,52.3892371)";"POINT(52.3892371,4.892977)";4.892977;52.3892371;
108;"BE_625";"Schubvaren";"Ceterach officinarum";"Ja";"F2";"GE";"Het IJ";"Stenen Hoofd";"";"278";"274";"379";"376";"539";"POINT(4.8931229,52.389382)";"POINT(52.389382,4.8931229)";4.8931229;52.389382;
109;"NB_2014";"Brede eikvaren";"Polypodium interjectum";"Ja";"";"";"Het IJ";"Stenen Hoofd";"";"1";"1";"1";"1";"1";"POINT(4.8932679,52.3895346)";"POINT(52.3895346,4.8932679)";4.8932679;52.3895346;
